Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding
liberty ave,Emilichka,"4614 Liberty Avenue, Pittsburgh",5.0,ChIJ--McpzzzNIgR7A8dIGZBu9c,40.4621346,-79.95043059999999
42nd st,Earthview Studios,"605 Pittview Avenue, Pittsburgh",5.0,ChIJ-4Dzi6_zNIgRZy4RRW1g_II,40.4738113,-79.9746771
49th St,Jean-Marc Chatellier's French Bakery,"213 North Avenue, Millvale",4.8,ChIJ-5-3DKjzNIgRmnRq71bLZuE,40.48123099999999,-79.974795
penn ave,Polish Eagles Society,"208 Fisk Street, Pittsburgh",4.9,ChIJ-725AE3yNIgRaKfBaozVOKc,40.4689862,-79.9613179
penn ave,York Commons,"4003 Penn Avenue, Pittsburgh",3.5,ChIJ-SRFTEnyNIgRh2GuecKy29c,40.46574820000001,-79.9575601
50th St,Curated Flame,"505 Grant Avenue, Millvale",4.9,ChIJ-WdLXWPzNIgRcT6R7buS6Y4,40.4804326,-79.9742952
liberty ave,Industrius CFO,"4117 Liberty Avenue, Pittsburgh",,ChIJ-Yu9kUjyNIgRDuG3wqPAzZ8,40.46367969999999,-79.95377049999999
liberty ave,eCollect Plus,"804 Fayette Street, Conshohocken",3.0,ChIJ-Yu9kUjyNIgRnRbcZPZDSz8,40.4637138,-79.9538054
Plummer St,Ceney Electronics,"318 Grant Avenue, Millvale",4.2,ChIJ-Zem-KjzNIgR8LmP3mZdmjM,40.479776,-79.97272319999999
penn ave,Phoenix Boutique,"3627 Butler Street, Pittsburgh",4.7,ChIJ-_-tprTzNIgRvqYUNU98OK8,40.4661902,-79.9649519
34th St,Pacific Pride Commercial Fueling,"3225 Smallman Street, Pittsburgh",4.3,ChIJ-_hqBLbzNIgRC9-VHL_nA-A,40.46226590000001,-79.9700751
penn ave,"Dr. Gregory N. Smith, MD","3937 Butler Street, Pittsburgh",,ChIJ-cG-xEzyNIgRaIHKdqAuMr8,40.4689045,-79.9634657
liberty ave,"Beverly J. Gruarin, DPM","4732 Liberty Avenue, Pittsburgh",3.7,ChIJ-cK6FEfyNIgR8PUiV3wyTag,40.46138699999999,-79.94888929999999
39th St,Topographic & Geologic Survey,"500 Waterfront Drive, Pittsburgh",,ChIJ-e-s6bnzNIgRYpKj9SWVW_4,40.46618839999999,-79.97638429999999
Plummer St,Lawrence Locksmith Shop,"316 Grant Avenue, Pittsburgh",1.0,ChIJ-fWjXi_zNIgR051nmPlnsA4,40.47976169999999,-79.9726717
penn ave,Penn Ave + 39th St,United States,5.0,ChIJ-wZzvkvyNIgRgu3cnqvUhec,40.464779,-79.960281
46th St,GPSA INC,"112 Lincoln Avenue, Pittsburgh",4.5,ChIJ-xRtxxbzNIgRvO-5ETxUn98,40.478895,-79.96869199999999
penn ave,Millie's Homemade Ice Cream,"3803 Butler Street, Pittsburgh",4.8,ChIJ-y1mRQ_zNIgR0jQVTxnHryg,40.4670682,-79.96431439999999
butler st,Precise Grinding,"140 46th Street, Pittsburgh",,ChIJ-y5bEvLzNIgRY6pnYs2PiCA,40.47408610000001,-79.9609721
34th St,PeopleReady,"19 35th Street, Pittsburgh",3.1,ChIJ0-QK4C4uNIgRka4iiu5OzR4,40.4660929,-79.9705912
liberty ave,Bloomfield Park,"408 Ella Street, Pittsburgh",4.4,ChIJ00zxaEjyNIgRAmIQw4o3bx4,40.46288860000001,-79.95391219999999
butler st,Renaissance & Baroque,"100 43rd Street, Pittsburgh",,ChIJ03YddW7yNIgRhFTGUs8xFQ0,40.4728608,-79.9638889
46th St,United States Postal Service,"205 Lincoln Avenue, Millvale",2.4,ChIJ073rnanzNIgR20njvRuMhDk,40.4794674,-79.9707229
penn ave,Santurbane Photography,"4018 Penn Avenue, Pittsburgh",,ChIJ07HCR6jzNIgRqpgRNIT8ov4,40.4651819,-79.9571503
52nd st,Veterans Place of Washington Boulevard,"25 Bateman Street Apartment 4, Pittsburgh",,ChIJ083apoDzNIgR96ZHfxzZKng,40.4806974,-79.97856879999999
butler st,Parker Button Co,"4603 Butler Street, Pittsburgh",4.2,ChIJ09YbR2nxNIgRHcxJerzONtI,40.4730732,-79.9589182
liberty ave,Bloomfield Lofts,"Edmond Street, Pittsburgh",,ChIJ0R5bN0fyNIgRPwagLfkMFEE,40.4612999,-79.94781429999999
liberty ave,Clement Way Graffiti Alley,"Clement Way, Pittsburgh",5.0,ChIJ0RD2-WfzNIgRl4pA4Auo4S4,40.463838,-79.95373579999999
penn ave,Burghers Brewing Company Lawrenceville Tap House,"3601 Butler Street, Pittsburgh",4.2,ChIJ0TkalrTzNIgR3WQ1VOvp8Jg,40.46550839999999,-79.9653805
butler st,Mix Candle Co Lawrenceville,"4409 Butler Street, Pittsburgh",4.7,ChIJ0UHfElLyNIgR4lBVX8eXhoc,40.4718971,-79.9597418
48th St,Mr. Smalls Recording and Mastering,"122 Butler Street, Pittsburgh",4.6,ChIJ0WWKHQX0NIgRzv58VQAAsvI,40.48032020000001,-79.972236
liberty ave,First National Bank,"4724 Liberty Avenue, Pittsburgh",3.8,ChIJ0WyPEkfyNIgR8w5NG4mGAWY,40.4614324,-79.9492944
liberty ave,Bloomfield,Pittsburgh,,ChIJ0X4ZRUHyNIgRDG3KutmxB2g,40.4621606,-79.94445259999999
penn ave,Tugboat Printshop,"298 Bowery Way, Pittsburgh",5.0,ChIJ0XBFmU7yNIgRZyWnnuwbQaI,40.467453,-79.9579653
penn ave,LibertyX Bitcoin ATM,"3822 Butler Street, Pittsburgh",,ChIJ0e4OinjzNIgRgAUW-Q6AA1I,40.4671488,-79.96388089999999
liberty ave,"Dr. Subramaniam Palanisamy, MD","4520 Penn Avenue, Pittsburgh",5.0,ChIJ0x5S6EXyNIgRwDvCnPVu4R8,40.4659913,-79.9515885
butler st,Cattivo,"146 44th Street, Pittsburgh",4.5,ChIJ0yg081LyNIgR1f3iUqlu3Pw,40.4725388,-79.9616418
penn ave,Wildcard,"4209 Butler Street, Pittsburgh",4.9,ChIJ0zMjhU3yNIgRccfYAk4oczI,40.4705707,-79.96065329999999
penn ave,Family Hospice,"310 Fisk Street, Pittsburgh",4.0,ChIJ10Mbrk7yNIgRP-Iuj0piOmU,40.4659797,-79.9579565
penn ave,UPMC Senior Communities,"200 Lothrop Street, Pittsburgh",1.0,ChIJ10Mbrk7yNIgRgbUmm4DS3c4,40.4657723,-79.9580991
penn ave,Arsenal Elementary School,"215 39th Street, Pittsburgh",4.5,ChIJ11k5t0zyNIgRYJWd4k3S-W8,40.46713749999999,-79.96302949999999
butler st,Bar Botanico,"4325 Butler Street, Pittsburgh",4.7,ChIJ13QMk5bzNIgRAucYjlY8NM4,40.47136829999999,-79.9601177
liberty ave,Thai Gourmet,"4505 Liberty Avenue, Pittsburgh",4.7,ChIJ157INUbyNIgRIdYcEKwlsxk,40.463207,-79.95149800000002
penn ave,"Dialysis Clinic, Inc.","376 Fisk Street, Pittsburgh",,ChIJ18_DMZXzNIgRNtN56mL4wj4,40.4656954,-79.9573672
butler st,Keystone Vapors Lawrenceville,"4328 Butler Street, Pittsburgh",3.9,ChIJ1RNoC1LyNIgRpmnKRVfcOe0,40.4713332,-79.9597467
48th St,First National Bank,"420 Grant Avenue, Pittsburgh",3.9,ChIJ1T-6XKjzNIgR8261qkkFhTg,40.4804116,-79.9737291
butler st,D'Alessandro Funeral Home & Crematory Ltd.,"4522 Butler Street, Pittsburgh",4.4,ChIJ1YilJlLyNIgR7Qical_yIzw,40.4725189,-79.9586345
liberty ave,Tessaro's American Bar & Hardwood Grill,"4601 Liberty Avenue, Pittsburgh",4.5,ChIJ1a5WTUbyNIgRjZqErFhIgMQ,40.4627075,-79.9507294
butler st,Estelle S. Campbell - Boys & Girls Club of Western PA,"4600 Butler Street, Pittsburgh",4.6,ChIJ1dvMgFHyNIgRpIdt5U0t_Z4,40.47305230000001,-79.9580667
39th St,Pittsburgh Paddlefish Dragon Boat Club,"90 River Front Drive, Millvale",5.0,ChIJ1eTwY7DzNIgRKlHSdbdUbJQ,40.469845,-79.9746558
butler st,KShu Media - Video Editing and Photo Editing,"149 43rd Street #2, Pittsburgh",5.0,ChIJ1ew6n4TzNIgROaSRamG4xn4,40.4718503,-79.9617377
penn ave,Bestwick Auto Services,"3520 Butler Street, Pittsburgh",4.6,ChIJ1z0O5rTzNIgRkFYg-zOqDes,40.46454459999999,-79.9656675
Plummer St,The Funhouse at Mr. Smalls,"400 Lincoln Avenue 2nd floor, Millvale",4.6,ChIJ1zoGtanzNIgRx1pZ87DeHl4,40.48096570000001,-79.9722912
liberty ave,Mosaic Dance and Movement Studio,"4514 Liberty Avenue, Pittsburgh",5.0,ChIJ21-T70nzNIgR6MYuX6BUIJw,40.4627058,-79.9514454
45th St,"Naushin A. Udyawar, MD","111 Sheridan Street, Pittsburgh",,ChIJ21Ej5AbzNIgRmz5IY6Lj7cc,40.4790076,-79.97099299999999
48th st,Christman Chemical Co. Inc.,"One Sheridan Street, Millvale",,ChIJ22PRK6nzNIgR3BmittpFzik,40.4773719,-79.9718496
butler st,Attack Theatre,"212 45th Street, Pittsburgh",4.5,ChIJ23Frx8TzNIgRhpVoOyGa7g0,40.4718797,-79.9591766
49th St,Ray Feather Photography,"517 Lincoln Avenue, Pittsburgh",,ChIJ24kbPqjzNIgRnXZWVrq8zQI,40.4813842,-79.9742095
liberty ave,H Lazar & Son Inc,"4416 Liberty Avenue #20, Pittsburgh",3.0,ChIJ24ynLkbyNIgRwfB9ij39EHw,40.4631643,-79.9524392
butler st,La Gourmandine,"4605 Butler Street, Pittsburgh",4.8,ChIJ2RmULlLyNIgRiyhyWkajxPI,40.4731288,-79.9588764
liberty ave,Citizens ATM,"4401 Liberty Avenue, Pittsburgh",,ChIJ2VY10NDzNIgRcoqwFnRf-K0,40.46418070000001,-79.9522332
liberty ave,Rite Aid,"4411 Howley Street, Pittsburgh",3.9,ChIJ2X-6IEbyNIgRScR3KfAELy4,40.464548,-79.95261099999999
42nd St,"Daniels Electric Service, LLC","329 East Ohio Street, Pittsburgh",4.1,ChIJ2bM3_avzNIgREIiBT-nRV9Q,40.4775454,-79.9694912
penn ave,Hyacinth Epp Hall,"224 37th Street, Pittsburgh",,ChIJ2f5UV_nzNIgRHEBRsb31w5E,40.46560179999999,-79.96415379999999
mccandless ave,Vecenie's Distributing Co,"140 North Avenue, Millvale",4.9,ChIJ2y6TJqnzNIgRWfviOQbxNCI,40.4807191,-79.97494859999999
liberty ave,Event Source - Pittsburgh,"4047 Liberty Avenue, Pittsburgh",4.3,ChIJ2zGQ_kjyNIgRHiJWGa_y38k,40.4633816,-79.9554302
penn ave,"Christine Healy, Pittsburgh Realtor with RE/MAX Real Estate Solutions","4020 Butler Street, Pittsburgh",5.0,ChIJ3091EEvzNIgR34IwhOtr83k,40.4691015,-79.9614952
mccandless ave,Laundromat,"521 Grant Avenue, Millvale",3.8,ChIJ30rQdqjzNIgR4s-ehYZ5bbU,40.4807503,-79.9749121
penn ave,Party On Butler,"4304 Butler Street, Pittsburgh",4.9,ChIJ31rV7MbtNIgRcTL7nd0lmqY,40.4707549,-79.9600786
liberty ave,TMC Performance Products,"4040 Liberty Avenue, Pittsburgh",,ChIJ3S7Fq0nyNIgRkkfThyIy0BY,40.4628021,-79.9559531
34th St,BearCom,"3229 Spruce Way, Pittsburgh",4.3,ChIJ3W2bIj3zNIgReXUKaiTVJR4,40.4624513,-79.97060700000002
Butler St,Allegheny Cemetery,"4734 Butler Street, Pittsburgh",4.8,ChIJ3WER90PyNIgR52OGokXT6ZA,40.47497200000001,-79.957413
penn ave,Ethereal Studio,"3700 Penn Avenue, Pittsburgh",5.0,ChIJ3dsThXrzNIgR3csqgx0rTJo,40.4642777,-79.9623491
45th St,Maude's Paperwing Gallery,"142 Grant Avenue FL 2, Millvale",4.9,ChIJ3fYPbXXtNIgR2DMgv-az8dM,40.4786674,-79.9706676
penn ave,Lawrenceville Lofts,"3711 Butler Street, Pittsburgh",,ChIJ3wj9VrPzNIgR8nsGGVhhlFs,40.4666344,-79.9645681
Penn Ave,Marbella Event Furniture and Decor Rental,"3600 Liberty Avenue, Pittsburgh",,ChIJ3wrxq0ryNIgR-6FqZgtMzCg,40.4616342,-79.9637588
butler st,Agility Robotics,"91 43rd Street Suite 220, Pittsburgh",5.0,ChIJ3xiKDLbzNIgRLpWxW-a5Fqw,40.473351,-79.963422
penn ave,Pure imagination,"4415 Garwood Way, Pittsburgh",5.0,ChIJ3y9eNwDzNIgREa_SdARJ6zM,40.46846720000001,-79.9547787
penn ave,Otto Productions,"300 39th Street suite c, Pittsburgh",5.0,ChIJ4-LInkvyNIgR2i-vvBgrerg,40.4650852,-79.9609206
Butler St,Cutitta Chiropractic,"4733 Butler Street, Pittsburgh",4.8,ChIJ41BeW1HyNIgR4sPbtKeMxyQ,40.4750307,-79.9578374
penn ave,Rubber Products Tire Co,"3810 Penn Avenue, Pittsburgh",3.9,ChIJ42rmCUvyNIgRLJ0BW5dYKLs,40.46456989999999,-79.9610421
butler st,Redfishbowl,"4327 Butler Street #200, Pittsburgh",4.9,ChIJ45zPpBDzNIgRIskaArQO6d4,40.471468,-79.9600765
penn ave,Anderson David A DDS,"4201 Butler Street, Pittsburgh",3.0,ChIJ47JSmk3yNIgRrjw_C5ehFZI,40.4703353,-79.9606903
Stanton Ave,Millvale Market,"524 Grant Avenue Floor 1, Millvale",4.6,ChIJ47pOfZPzNIgRY_j6yEEmhLA,40.4810875,-79.97467499999999
liberty ave,ALANZOS DISTRIBUTOR,"4614 Liberty Avenue Floor #2, Pittsburgh",,ChIJ49gmqUfyNIgRrwTIq6TNGJo,40.4622132,-79.9503354
34th St,LibertyX Bitcoin ATM,"86 35th Street, Pittsburgh",,ChIJ4Qz2p8DzNIgRR_HId-uBxP8,40.46428969999999,-79.9704762
penn ave,Morcilla,"3519 Butler Street, Pittsburgh",4.7,ChIJ4SrQ-rTzNIgRBCWal8EzERk,40.4645709,-79.9661648
penn ave,Loft Home,"3529 Butler Street, Pittsburgh",4.9,ChIJ4VVaiC_zNIgRQQ3j_HOE1hk,40.4649071,-79.9659728
liberty ave,Matotek Louise,"4760 Liberty Avenue, Pittsburgh",,ChIJ4a0_RkfyNIgRBigEvMAkQXQ,40.460845,-79.948054
liberty ave,Los Cabos Mexican Restaurant,"4110 Penn Avenue, Pittsburgh",4.3,ChIJ4at4NE_yNIgRDPjJG9F_BQQ,40.465667,-79.95455
liberty ave,Isle of You Hair Color Studio,"4047 Penn Avenue, Pittsburgh",4.7,ChIJ4b88t1fyNIgRAxq_boM1euM,40.46568389999999,-79.9561717
liberty ave,"Roxana F. Barad, M.D.","4424 Penn Avenue #102, Pittsburgh",2.3,ChIJ4wauT8_vNIgR5xdFlJ9SGTs,40.465907,-79.952608
Plummer St,"Pretty Birds, LLC","425 Grant Avenue, Pittsburgh",4.7,ChIJ4wbcYKjzNIgRW_UNp7EhlvQ,40.4800787,-79.9740151
44th St,Contractor Plumbing Supply,"419 East Ohio Street Lot Side, Millvale",5.0,ChIJ5-y5TgnzNIgRJbE7Rge4WYg,40.47820410000001,-79.969199
44th St,MoneyGram,"129 Lincoln Avenue, Swissvale",4.0,ChIJ504DZKnzNIgRx4gDuBu9c0A,40.4785906,-79.97001910000002
stanton ave,Bore-Millvale Athletic Field,Millvale,5.0,ChIJ50Up_KbzNIgRrzq_JRJcRME,40.480069,-79.9783862
penn ave,LibertyX Bitcoin ATM,"3939 Butler Street, Pittsburgh",,ChIJ51YRg_rzNIgRzTFGQ08-KhY,40.4690468,-79.96329089999999
liberty ave,Condrin Tavern,"4501 Torley Street, Pittsburgh",4.8,ChIJ51ZZeUbyNIgR2bSGde-0wMA,40.4648698,-79.9505188
Liberty Ave,Trailer Rental at U-Haul,"3700 Bigelow Boulevard, Pittsburgh",4.5,ChIJ54xeI2TzNIgRDBPRGuNxNBA,40.4576139,-79.95653080000001
penn ave,Deli on Butler,"4108 Butler Street, Pittsburgh",4.7,ChIJ55rQBU3yNIgRzoL6N8HVv_4,40.469666,-79.96094409999999
50th St,Reserve Township Office,"33 Lonsdale Street # 2, Pittsburgh",3.0,ChIJ57DZaqPzNIgR7onxVzonBs8,40.4741355,-79.98256479999999
49th St,Reserve Volunteer Fire Department,"33 Lonsdale Street, Pittsburgh",5.0,ChIJ57DZaqPzNIgRQHDhapTDvhw,40.4743828,-79.9822758
penn ave,Oasis Restaurant,"4012 Butler Street, Pittsburgh",4.3,ChIJ58X5w67zNIgRLny0vnJKViM,40.4688893,-79.9616618
butler st,Techmill 41,"105 40th Street, Pittsburgh",3.5,ChIJ5RbhtjDzNIgRLZioFwQ-Cy8,40.4715778,-79.9649063
butler st,Steven Dalton Photography,"265 46th Street Apt. 1212, Pittsburgh",5.0,ChIJ5S5miMdjM4gR40fBCaHxOMg,40.4716649,-79.95629799999999
butler st,"SKIBBA Illustration, LLC","100 43rd Street #211, Pittsburgh",,ChIJ5SDBc1LyNIgRiHUbiyZsiV4,40.47292399999999,-79.96394699999999
34th St,Pittsburgh Kitchenramma,"3340 Smallman Street, Pittsburgh",3.8,ChIJ5TTlwbXzNIgRVdAnHTB5nSk,40.4628416,-79.968384
penn ave,Piccolo Forno,"3801 Butler Street, Pittsburgh",4.5,ChIJ5UoaTrPzNIgR67C6D3W0d-M,40.4670037,-79.9643576
penn ave,St Augustine Friary,"221 36th Street, Pittsburgh",5.0,ChIJ5X-jt7TzNIgRkqPH359i-yg,40.46538679999999,-79.9648062
penn ave,Lawrenceville Market House,"4112 Butler Street, Pittsburgh",4.5,ChIJ5YiScLDzNIgRvJZB7KdJLOs,40.4698584,-79.9606885
penn ave,Pulchra,"3505 Butler Street, Pittsburgh",3.7,ChIJ5ZZqmLXzNIgRu7tBBODSjqs,40.46422719999999,-79.96640459999999
48th St,Safety Guard Steel Fabricating Shop,"220 Lincoln Avenue, Millvale",,ChIJ5_eR2qvzNIgR805d9Qb3c68,40.4801261,-79.9709302
penn ave,"New Ivy Group, LLC","c/o Beauty Shoppe, 3706 Butler Street, Pittsburgh",,ChIJ5_op62DzNIgRpcogo31IXnc,40.4663709,-79.9643997
butler st,Lawrenceville Corporation,"100 43rd Street #208, Pittsburgh",4.8,ChIJ5bNuyVLyNIgRHvWACuGYilI,40.4729243,-79.96394649999999
penn ave,Modern Fertility Care,"3706 Butler Street, Pittsburgh",5.0,ChIJ60gxMBPzNIgRxqErUcMTIIs,40.4663709,-79.9643997
butler st,Raise Fitness,"212 44th Street, Pittsburgh",5.0,ChIJ62-BX47zNIgRbXg2pl6Yz0E,40.471189,-79.9595354
penn ave,LOYALTY ENTERTAINMENT ️,"3441 Butler Street, Pittsburgh",5.0,ChIJ6202DVZbNIgRF2gsd4mgpm8,40.4639279,-79.9666713
Liberty Ave,Talking Computers,"4736 Penn Avenue, Pittsburgh",,ChIJ64kL-0PyNIgRh5lMNt6jbpU,40.4652856,-79.94670409999999
butler st,New Amsterdam,"4421 Butler Street, Pittsburgh",4.1,ChIJ66LSFVLyNIgRtZXizJSCCGk,40.472149,-79.95953
butler st,Radiant Hall Studios,"4514 Plummer Street, Pittsburgh",4.9,ChIJ67P1TFLyNIgRxyaJykqO1bo,40.4734789,-79.9603211
45th St,"Tricia R Sorg, Esquire","201 Grant Avenue Floor 1, Millvale",3.8,ChIJ67llFKnzNIgRiezwasCKXhw,40.4786274,-79.97123669999999
penn ave,Steel House Cycle,"4100 Butler Street, Pittsburgh",4.9,ChIJ67ttM6LzNIgRW-EmOTNRjuY,40.469382,-79.96105299999999
penn ave,Constellation Coffee,"4059 Penn Avenue, Pittsburgh",4.6,ChIJ6RYU1U7yNIgRW5lPuLNmkNQ,40.4657597,-79.95576009999999
penn ave,St Augustine's Plaza,"230 36th Street, Pittsburgh",3.2,ChIJ6RdPzLTzNIgRKf6N2ZjNgNY,40.464839,-79.9644769
liberty ave,"Dr. Amanda Lovallo, MD","4401 Penn Avenue, Pittsburgh",,ChIJ6XMqTE_yNIgR0wc3KYT_9Y8,40.4661227,-79.9533866
liberty ave,Pediatric Primary Care Center: Artman Jamie,"4401 Penn Avenue # 5643, Pittsburgh",,ChIJ6XMqTE_yNIgR5yYKb2DcB2k,40.4660999,-79.95351959999999
liberty ave,Vitale Melissa A MD,"4401 Penn Avenue # 2400, Pittsburgh",,ChIJ6XMqTE_yNIgRggMCI4Lzi6c,40.4660311,-79.95402519999999
liberty ave,"Dr. Vincent F. Deeney, MD","4400 Penn Avenue, Pittsburgh",,ChIJ6XMqTE_yNIgRsC5gFlHkuis,40.46578559999999,-79.953301
penn ave,Our Lady of the Angels Parish,"333 45th Street, Pittsburgh",4.4,ChIJ6YTkSk7yNIgRuQKmmFEvJjs,40.4699635,-79.9558283
butler st,Rogue Tattoo,"4319 Butler Street. (rear entrance On, Eden Way, Pittsburgh",4.8,ChIJ6daqElLyNIgRfU6xVXeOaAk,40.4712982,-79.9603424
liberty ave,Wai Wai - Bloomfield,"4717 Liberty Avenue, Pittsburgh",3.9,ChIJ7-YJEEfyNIgRO0lw1eHhKwM,40.462008,-79.949185
butler st,Mauney Doty L,"145 44th Street, Pittsburgh",3.7,ChIJ73MZ9lLyNIgRfdh9L2Bp-Rk,40.47284570000001,-79.9612628
44th St,Grant Bar Inc,"114 Grant Avenue, Pittsburgh",4.5,ChIJ75smXqnzNIgR1Vqf98Bd5vQ,40.4782667,-79.9697429
penn ave,FedEx Drop Box,"449 44th Street, Pittsburgh",,ChIJ76O60YXzNIgRHLHaF4zGcbE,40.4675479,-79.9537849
penn ave,Dr. Emil Nutrition,"3700 Butler Street, Pittsburgh",4.9,ChIJ78U0kQrzNIgRl_MfelOHRmY,40.4662644,-79.9644211
penn ave,"Amy Letteri, PhD","4117 Penn Avenue, Pittsburgh",,ChIJ79iIshXzNIgReoAtt4MhMMs,40.4659347,-79.95472459999999
penn ave,CDC Hauling LLC,"4407 Davison Street, Pittsburgh",5.0,ChIJ7Q1oLY3zNIgR5gZoe7Udol4,40.4702443,-79.95772939999999
liberty ave,Froggy's Bar,"4602 Liberty Avenue, Pittsburgh",4.3,ChIJ7VpHEHHzNIgRYmA5WPouG68,40.46249189999999,-79.9508676
45th St,Millvale Community Library,"213 Grant Avenue, Millvale",4.7,ChIJ7ZfwEKnzNIgRMhgYM2mQZ9M,40.4788536,-79.9716107
penn ave,Studio 725 Hair Boutique,"First floor, 3538 Butler Street, Pittsburgh",4.5,ChIJ7_blwbTzNIgRy1heacfI8F4,40.4649929,-79.9653896
mccandless ave,Somers Creative Group,"143 Howard Street, Pittsburgh",,ChIJ7bnFL5fzNIgRkMyauF5kvqA,40.4809712,-79.9752638
liberty ave,Mooney William E MD,"4416 Penn Avenue, Pittsburgh",,ChIJ7cAjVk_yNIgR32EEe5gxiRM,40.46582009999999,-79.9528495
liberty ave,Shepherd Wellness Community,"4800 Sciota Street, Pittsburgh",4.5,ChIJ7dBnqjjyNIgRc50b6sPU6IQ,40.4596193,-79.9473668
butler st,Fancypants Popcorn,"4323 Butler Street, Pittsburgh",4.8,ChIJ7fDNYLTzNIgRwuhPnVkljpg,40.4713449,-79.96019129999999
penn ave,Pittsburgh Fire Bureau Station 6,"3958 Penn Avenue, Pittsburgh",5.0,ChIJ7fEjXEnyNIgRRa01PU_r0LY,40.46488489999999,-79.958049
liberty ave,Mitchell Joan,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgR1NJJT_zfXYM,40.4632342,-79.94816809999999
liberty ave,"Sherie L. Scarnati, CRNP","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRSHvOzwGUU14,40.4632342,-79.94816809999999
liberty ave,Armanious Christina D MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJ7yG670XyNIgRbFxgQsXTrvQ,40.4632342,-79.94816809999999
butler st,Stone + Sparrow Studio,"100 43rd Street Suite 205, Pittsburgh",5.0,ChIJ7ygcK5ztNIgRa2fBDfPLrfc,40.4729243,-79.96394649999999
penn ave,Kickback Pinball Cafe,"basement, 4112 Butler Street, Pittsburgh",4.6,ChIJ81YsC1LyNIgRRnRiwcOybnk,40.4698275,-79.9606481
liberty ave,Bloomfield Automotive & Auto Sales Inc.,"3959 Neville Street, Pittsburgh",,ChIJ83_N6UnyNIgRo-Mu1uGrpQk,40.461537,-79.957078
mccandless ave,McGrath Medical,"141 Howard Street, Pittsburgh",,ChIJ84JIssXzNIgRr5drUFb-zMI,40.4809356,-79.975306
Plummer St,Fox's Pizza Den,"401 Grant Avenue, Pittsburgh",4.2,ChIJ87dkzcTzNIgRQ_0EH32O5gc,40.4797981,-79.9732545
52nd st,"Dr. George R. Sitterle, DDS","820 Stanton Avenue, Pittsburgh",2.2,ChIJ88Tjp53zNIgRKm3jvdErm34,40.4805543,-79.9793942
liberty ave,Clothes Minded,"4740 Liberty Avenue, Pittsburgh",4.3,ChIJ8TC8akfyNIgRPWW81WSS_ak,40.4612565,-79.9486541
penn ave,New Bethel Baptist Church,"221 43rd Street, Pittsburgh",4.6,ChIJ8Txz7U3yNIgR-pdl4uUpMa0,40.47046030000001,-79.9596712
liberty ave,It's Kleen Time Car Wash,"4060 Woolslayer Way, Pittsburgh",4.5,ChIJ8VwofHDzNIgRcHWO53dg6Qw,40.4650492,-79.9554612
penn ave,Bill Ballon Automotive Independent BMW Automobile Specialists,"164 39th Street, Pittsburgh",4.1,ChIJ8XWOJLPzNIgRUNvRF44Bk6c,40.4684204,-79.96502129999999
penn ave,T's Upholstery Studio,"3611 Butler Street, Pittsburgh",4.2,ChIJ8_Q_vbTzNIgRr9aQH9cEWzk,40.46576789999999,-79.9652691
penn ave,CLP Lawrenceville,"279 Fisk Street, Pittsburgh",,ChIJ8_dLNJnzNIgRrT09SSVh0_4,40.4675773,-79.9590953
penn ave,PrintWithMe Print Kiosk at Ineffable CaPhe,"3920 Penn Avenue, Pittsburgh",,ChIJ8dlF5W3zNIgR04T3ZkuSXNg,40.4646759,-79.9593124
liberty ave,White Whale Bookstore,"4754 Liberty Avenue, Pittsburgh",4.8,ChIJ8z0fR0fyNIgRujuROd2LhKo,40.461023,-79.9482606
penn ave,Round Corner Cantina,"3720 Butler Street, Pittsburgh",4.3,ChIJ8zAcVLPzNIgRhsHbKaVgfnM,40.466703,-79.964259
37th St,Attorney General Env Crimes,"400 Waterfront Drive, Pittsburgh",,ChIJ8zTv4LnzNIgR42Zewll5EWI,40.4659736,-79.9756268
34th St,Strip Self Storage,"116 34th Street, Pittsburgh",4.3,ChIJ9-5o2bXzNIgRy3pEJuw9mFs,40.4632423,-79.9694943
liberty ave,Salon DeMarzano,"4764 Liberty Avenue, Pittsburgh",4.5,ChIJ9-KJo0fyNIgRVS_VLbjdOaA,40.460884,-79.947964
liberty ave,APTEKA,"4606 Penn Avenue, Pittsburgh",4.7,ChIJ9Q1kJUTyNIgRuvW9f60WFmI,40.46575,-79.94929719999999
52nd st,Northern Area (Millvale) Boys & Girls Club of Western PA,"100 Howard Street, Millvale",5.0,ChIJ9QjhKKbzNIgRKt8aAG977OQ,40.48033039999999,-79.9764486
liberty ave,ATM,"4617 Liberty Avenue, Pittsburgh",,ChIJ9RuVqkfyNIgR7To62HqnQAg,40.4625621,-79.9501715
liberty ave,Lot 17,"1922, 4617 Liberty Avenue, Pittsburgh",4.5,ChIJ9RuVqkfyNIgRkMqRFmij0AE,40.4624552,-79.9502692
39th St,Three Rivers Boat Rental,"101A Bridge Street, Millvale",4.4,ChIJ9TRXUVzzNIgRoC6daXW6keY,40.4759885,-79.9685157
liberty ave,Albanese Real Estate Inc,"4020 Liberty Avenue, Pittsburgh",,ChIJ9Xx9pUnyNIgRUwJLk9eKPkc,40.4628352,-79.9564335
