Address,Business Name,Street,Rating,Latitude,Longitude,Flag
364 main st,364 Main St,"364 Main St, Pittsburgh, PA 15201, USA",,40.4661615,-79.9561712,broad_filled
364 winesap dr,364 Winesap Dr,"364 Winesap Dr, Pittsburgh, PA 15201, USA",,40.4712036,-79.9547576,broad_filled
3640 liberty ave,3640 Liberty Ave,"3640 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4618306,-79.96239790000001,broad_filled
3640 mintwood st,3640 Mintwood St,"3640 Mintwood St, Pittsburgh, PA 15201, USA",,40.4633106,-79.9627115,broad_filled
3641 liberty ave,3641 Liberty Ave,"3641 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4621336,-79.9623206,broad_filled
3641 liberty ave apt 1,3641 Liberty Ave Apartment 1,"3641 Liberty Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4621791,-79.9623768,broad_filled
3641 liberty ave apt 2,3641 Liberty Ave Apartment 2,"3641 Liberty Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4621791,-79.9623768,broad_filled
3641 liberty ave apt 3,3641 Liberty Ave Apartment 3,"3641 Liberty Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.4621791,-79.9623768,broad_filled
3642 mintwood st,3642 Mintwood St,"3642 Mintwood St, Pittsburgh, PA 15201, USA",,40.4633239,-79.9626518,broad_filled
3643 liberty ave,3643 Liberty Ave,"3643 Liberty Ave, Pittsburgh, PA 15201, USA",,40.46216829999999,-79.9623376,broad_filled
3643 liberty ave apt 1,3643 Liberty Ave Apartment 1,"3643 Liberty Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.462184,-79.9623209,broad_filled
3643 liberty ave apt 2,3643 Liberty Ave Apartment 2,"3643 Liberty Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.462184,-79.9623209,broad_filled
3643 liberty ave apt 3,3643 Liberty Ave Apartment 3,"3643 Liberty Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.462184,-79.9623209,broad_filled
3644 mintwood st,3644 Mintwood St,"3644 Mintwood St, Pittsburgh, PA 15201, USA",,40.4633296,-79.9625891,broad_filled
3644 penn ave,3644 Penn Ave,"3644 Penn Ave, Pittsburgh, PA 15201, USA",,40.4641752,-79.96303429999999,broad_filled
3644 penn ave unit 101,3644 Penn Ave #101,"3644 Penn Ave #101, Pittsburgh, PA 15201, USA",,40.4640182,-79.963089,broad_filled
3644 penn ave unit 201,3644 Penn Ave APT 201,"3644 Penn Ave APT 201, Pittsburgh, PA 15201, USA",,40.4640225,-79.96307300000001,broad_filled
3644 penn ave unit 202,3644 Penn Ave APT 202,"3644 Penn Ave APT 202, Pittsburgh, PA 15201, USA",,40.464026,-79.96305679999999,broad_filled
3644 penn ave unit 203,3644 Penn Ave APT 203,"3644 Penn Ave APT 203, Pittsburgh, PA 15201, USA",,40.4640299,-79.9630406,broad_filled
3644 penn ave unit 204,3644 Penn Ave APT 204,"3644 Penn Ave APT 204, Pittsburgh, PA 15201, USA",,40.4640345,-79.96302469999999,broad_filled
3644 penn ave unit 205,3644 Penn Ave APT 205,"3644 Penn Ave APT 205, Pittsburgh, PA 15201, USA",,40.46403859999999,-79.9630087,broad_filled
3644 penn ave unit 301,3644 Penn Ave APT 301,"3644 Penn Ave APT 301, Pittsburgh, PA 15201, USA",,40.46414499999999,-79.9630536,broad_filled
3644 penn ave unit 302,3644 Penn Ave APT 302,"3644 Penn Ave APT 302, Pittsburgh, PA 15201, USA",,40.4641417,-79.9630703,broad_filled
3644 penn ave unit 303,3644 Penn Ave APT 303,"3644 Penn Ave APT 303, Pittsburgh, PA 15201, USA",,40.4641369,-79.9630861,broad_filled
3644 penn ave unit 304,3644 Penn Ave APT 304,"3644 Penn Ave APT 304, Pittsburgh, PA 15201, USA",,40.4641333,-79.96310179999999,broad_filled
3644 penn ave unit 305,3644 Penn Ave APT 305,"3644 Penn Ave APT 305, Pittsburgh, PA 15201, USA",,40.4641299,-79.9631181,broad_filled
3644 penn ave unit 306,3644 Penn Ave APT 306,"3644 Penn Ave APT 306, Pittsburgh, PA 15201, USA",,40.4641254,-79.9631342,broad_filled
3644 penn ave unit 307,3644 Penn Ave APT 307,"3644 Penn Ave APT 307, Pittsburgh, PA 15201, USA",,40.46412170000001,-79.96315039999999,broad_filled
3645 liberty ave,3645 Liberty Ave,"3645 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4621679,-79.9622564,broad_filled
3645 liberty ave apt 1,3645 Liberty Ave Apartment 1,"3645 Liberty Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4621876,-79.9622407,broad_filled
3645 liberty ave apt 2,3645 Liberty Ave Apartment 2,"3645 Liberty Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4621876,-79.9622407,broad_filled
3645 liberty ave apt 3,3645 Liberty Ave Apartment 3,"3645 Liberty Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.4621876,-79.9622407,broad_filled
3646 mintwood st,3646 Mintwood St,"3646 Mintwood St, Pittsburgh, PA 15201, USA",,40.4633416,-79.96245449999999,broad_filled
3647 liberty ave,3647 Liberty Ave,"3647 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4621775,-79.9622089,broad_filled
3647 liberty ave apt 1,3647 Liberty Ave Apartment 1,"3647 Liberty Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4621916,-79.9621743,broad_filled
3647 liberty ave apt 2,3647 Liberty Ave Apartment 2,"3647 Liberty Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4621916,-79.9621743,broad_filled
3647 liberty ave apt 3,3647 Liberty Ave Apartment 3,"3647 Liberty Ave Apartment 3, Pittsburgh, PA 15201, USA",,40.4621916,-79.9621743,broad_filled
3647 penn ave,3647 Penn Ave,"3647 Penn Ave, Pittsburgh, PA 15201, USA",,40.4644492,-79.9630057,broad_filled
3648 mintwood st,3648 Mintwood St,"3648 Mintwood St, Pittsburgh, PA 15201, USA",,40.4632859,-79.962406,broad_filled
3649 liberty ave,O'Hara Apartments LLC,Penn Ave,3.3,40.4621786,-79.9621229,broad_filled
3649 mintwood st,3649 Mintwood St,"3649 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635813,-79.9631137,broad_filled
365 44th st,365 44th St,"365 44th St, Pittsburgh, PA 15201, USA",,40.4688369,-79.9559043,broad_filled
365 main st,Main St + Howley,"Pittsburgh, PA 15224, United States",0,40.46434,-79.953484,broad_filled
3650 mintwood st,3650 Mintwood St,"3650 Mintwood St, Pittsburgh, PA 15201, USA",,40.4633559,-79.962395,broad_filled
3652 mintwood st,3652 Mintwood St,"3652 Mintwood St, Pittsburgh, PA 15201, USA",,40.463359,-79.9623185,broad_filled
3657 penn ave,3657 Penn Ave,"3657 Penn Ave, Pittsburgh, PA 15201, USA",,40.464464,-79.962854,broad_filled
3659 penn ave,3659 Penn Ave,"3659 Penn Ave, Pittsburgh, PA 15201, USA",,40.464477,-79.96279299999999,broad_filled
366 main st,366 Main St,"366 Main St, Pittsburgh, PA 15201, USA",,40.466127,-79.95607,broad_filled
3661 penn ave,3661 Penn Ave,"3661 Penn Ave, Pittsburgh, PA 15201, USA",,40.464488,-79.96271899999999,broad_filled
367 44th st,367 44th St,"367 44th St, Pittsburgh, PA 15201, USA",,40.4688197,-79.9558278,broad_filled
367 main st,367 Main St,"367 Main St, Pittsburgh, PA 15201, USA",,40.4663157,-79.9557463,broad_filled
367 winesap dr,367 Winesap Dr,"367 Winesap Dr, Pittsburgh, PA 15201, USA",,40.471353,-79.9544641,broad_filled
368 42nd st,368 42nd St,"368 42nd St, Pittsburgh, PA 15201, USA",,40.4677267,-79.9569755,broad_filled
368 44th st,,,,,,
368 45th st,368 45th St,"368 45th St, Pittsburgh, PA 15201, USA",,40.4689199,-79.9549583,broad_filled
368 main st,368 Main St,"368 Main St, Pittsburgh, PA 15201, USA",,40.4660799,-79.9560467,broad_filled
368 winesap dr,368 Winesap Dr,"368 Winesap Dr, Pittsburgh, PA 15201, USA",,40.4711705,-79.95471429999999,broad_filled
369 main st,369 Main St,"369 Main St, Pittsburgh, PA 15201, USA",,40.4661686,-79.9556284,broad_filled
370 42nd st,370 42nd St,"370 42nd St, Pittsburgh, PA 15201, USA",,40.467666,-79.95699499999999,broad_filled
370 main st,370 Main St,"370 Main St, Pittsburgh, PA 15201, USA",,40.4660348,-79.9559812,broad_filled
3700 liberty ave,Common Plea Catering,Penn Ave,4.3,40.4618872,-79.9617968,broad_filled
3700 penn ave,Ethereal Studio,penn ave,5.0,40.4642777,-79.9623491,consolidated
3701 butler st,3701 Butler St,"3701 Butler St, Pittsburgh, PA 15201, USA",,40.4664097,-79.9649012,broad_filled
3701 charlotte st,3701 Charlotte St,"3701 Charlotte St, Pittsburgh, PA 15201, USA",,40.4669821,-79.9655928,broad_filled
3701 liberty ave,3701 Liberty Ave,"3701 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4628614,-79.9614338,broad_filled
3702 penn ave,One Point One Yoga Annex,penn ave,5.0,40.4643146,-79.9622894,consolidated
3703 butler st,The Babe Cave,penn ave,4.6,40.46646150000001,-79.96485779999999,consolidated
3703 butler st,Panello,penn ave,5.0,40.46644120000001,-79.96479649999999,consolidated
3704 butler st,3704 Butler St,"3704 Butler St, Pittsburgh, PA 15201, USA",,40.4662522,-79.9645536,broad_filled
3704 charlotte st,3704 Charlotte St,"3704 Charlotte St, Pittsburgh, PA 15201, USA",,40.466808,-79.9652222,broad_filled
3704 penn ave,3704 Penn Ave,"3704 Penn Ave, Pittsburgh, PA 15201, USA",,40.4642968,-79.96219549999999,broad_filled
3705 butler st,Long Story Short,penn ave,4.6,40.46650410000001,-79.9647863,consolidated
3705 penn ave,3705 Penn Ave,"3705 Penn Ave, Pittsburgh, PA 15201, USA",,40.4646284,-79.9625135,broad_filled
3705 peoria way,3705 Peoria Way,"3705 Peoria Way, Pittsburgh, PA 15201, USA",,40.4648137,-79.9627823,broad_filled
3705 peoria way apt 1,3705 Peoria Way Apartment 1,"3705 Peoria Way Apartment 1, Pittsburgh, PA 15201, USA",,40.4649065,-79.9626522,broad_filled
3705 peoria way apt 2,3705 Peoria Way Apartment 2,"3705 Peoria Way Apartment 2, Pittsburgh, PA 15201, USA",,40.4649065,-79.9626522,broad_filled
3705 peoria way apt 3,3705 Peoria Way Apartment 3,"3705 Peoria Way Apartment 3, Pittsburgh, PA 15201, USA",,40.4649065,-79.9626522,broad_filled
3705 woolslayer way,3705 Woolslayer Wy,"3705 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.4640922,-79.9620711,broad_filled
3706 butler st,Modern Fertility Care,penn ave,5.0,40.4663709,-79.9643997,bounding_only
3706 butler st,Epistemix,penn ave,,40.4663569,-79.9644283,bounding_only
3706 butler st,Jovie of Pittsburgh,penn ave,5.0,40.4663709,-79.9643997,consolidated
3706 butler st,Field Day,penn ave,4.8,40.4663709,-79.9643997,bounding_only
3706 butler st,"Evolve Coaching, Inc.",penn ave,,40.4663709,-79.9643997,consolidated
3706 butler st,Emport LLC,penn ave,,40.4663709,-79.9643997,bounding_only
3706 butler st,T Minus Studios,penn ave,5.0,40.4663709,-79.9643997,bounding_only
3706 butler st,Peig Inc.,penn ave,,40.4663709,-79.9643997,bounding_only
3706 butler st,Blackbird Health,penn ave,5.0,40.4663709,-79.9643997,consolidated
3706 butler st,Matthew Thomas Advisors,penn ave,,40.4663709,-79.9643997,bounding_only
3706 butler st,"Robleto Kuruce, PLLC",penn ave,5.0,40.4663709,-79.9643997,consolidated
3706 butler st,Renew the 'I do' Foundation,penn ave,4.9,40.4663709,-79.9643997,bounding_only
3706 butler st,Styled by Georgia Bloom,penn ave,,40.4663709,-79.9643997,bounding_only
3706 butler st,"PHRQL, Inc.",penn ave,,40.4663709,-79.9643997,bounding_only
3706 butler st,Square One Medical,penn ave,5.0,40.4663709,-79.9643997,consolidated
3706 butler st,Baker Public Relations,penn ave,5.0,40.4663709,-79.9643997,bounding_only
3706 butler st,HIKE2,penn ave,,40.4663709,-79.9643997,bounding_only
3706 charlotte st,3706 Charlotte St,"3706 Charlotte St, Pittsburgh, PA 15201, USA",,40.4668415,-79.9652602,broad_filled
3706 mintwood st,3706 Mintwood St,"3706 Mintwood St, Pittsburgh, PA 15201, USA",,40.4634405,-79.9618091,broad_filled
3707 butler st,Elisco's Creative Café,penn ave,4.7,40.4665326,-79.96465839999999,consolidated
3707 butler st,Una Biologicals,penn ave,4.9,40.46652149999999,-79.9646896,consolidated
3707 penn ave,3707 Penn Ave,"3707 Penn Ave, Pittsburgh, PA 15201, USA",,40.46464110000001,-79.962424,broad_filled
3708 mintwood st,3708 Mintwood St,"3708 Mintwood St, Pittsburgh, PA 15201, USA",,40.4634164,-79.96172519999999,broad_filled
3708 penn ave,3708 Penn Ave,"3708 Penn Ave, Pittsburgh, PA 15201, USA",,40.4643532,-79.9620891,broad_filled
3708 penn ave apt 1,3708 Penn Ave Apartment 1,"3708 Penn Ave Apartment 1, Pittsburgh, PA 15201, USA",,40.4643392,-79.962062,broad_filled
3708 penn ave apt 2,3708 Penn Ave Apartment 2,"3708 Penn Ave Apartment 2, Pittsburgh, PA 15201, USA",,40.4643392,-79.962062,broad_filled
3709 butler st,New Alliance Federal Credit Union (Lawrenceville),penn ave,4.3,40.46662329999999,-79.964732,consolidated
3709 penn ave,3709 Penn Ave,"3709 Penn Ave, Pittsburgh, PA 15201, USA",,40.4646437,-79.9623496,broad_filled
371 44th st,371 44th St,"371 44th St, Pittsburgh, PA 15201, USA",,40.4687758,-79.9557305,broad_filled
371 main st,Main St & 371 Main St,"Cromwell, CT 06416, United States",0,41.598968,-72.645797,broad_filled
371 winesap dr,371 Winesap Dr,"371 Winesap Dr, Pittsburgh, PA 15201, USA",,40.4713079,-79.95439859999999,broad_filled
3710 butler st,3710 Butler St,"3710 Butler St, Pittsburgh, PA 15201, USA",,40.466478,-79.9643179,broad_filled
3710 liberty ave,3710 Liberty Ave,"3710 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4619211,-79.9615231,broad_filled
3710 mintwood st,3710 Mintwood St,"3710 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635237,-79.9616454,broad_filled
3710 penn ave,3710 Penn Ave,"3710 Penn Ave, Pittsburgh, PA 15201, USA",,40.4643653,-79.9620168,broad_filled
3711 bandera st,3711 Bandera St,"3711 Bandera St, Pittsburgh, PA 15201, USA",,40.4655892,-79.96314749999999,broad_filled
3711 butler st,Lawrenceville Lofts,penn ave,,40.4666344,-79.9645681,consolidated
3711 butler st,Open Up,penn ave,5.0,40.4666652,-79.9646033,consolidated
3711 charlotte st,Eleventh Hour Brewing,penn ave,4.6,40.467035,-79.9654264,consolidated
3711 penn ave,3711 Penn Ave,"3711 Penn Ave, Pittsburgh, PA 15201, USA",,40.4646743,-79.962279,broad_filled
3712 mintwood st,3712 Mintwood St,"3712 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635575,-79.9615697,broad_filled
3712 penn ave,3712 Penn Ave,"3712 Penn Ave, Pittsburgh, PA 15201, USA",,40.4643636,-79.9619422,broad_filled
3713 bandera st,3713 Bandera St,"3713 Bandera St, Pittsburgh, PA 15201, USA",,40.4655878,-79.9631488,broad_filled
3714 butler st,3714 Butler St,"3714 Butler St, Pittsburgh, PA 15201, USA",,40.4664881,-79.96418969999999,broad_filled
3714 mintwood st,3714 Mintwood St,"3714 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635622,-79.9615426,broad_filled
3714 penn ave,3714 Penn Ave,"3714 Penn Ave, Pittsburgh, PA 15201, USA",,40.4643735,-79.9618705,broad_filled
3715 penn ave,3715 Penn Ave,"3715 Penn Ave, Pittsburgh, PA 15201, USA",,40.4647142,-79.96214169999999,broad_filled
3716 butler st,Pita My Shawarma,penn ave,4.4,40.46660230000001,-79.96426,bounding_only
3716 liberty ave,3716 Liberty Ave,"3716 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4619751,-79.961368,broad_filled
3716 mintwood st,3716 Mintwood St,"3716 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635727,-79.9614818,broad_filled
3716 penn ave,Sixth Ward Republican Club,penn ave,4.7,40.4643556,-79.9617976,consolidated
3716 woolslayer way,3716 Woolslayer Wy,"3716 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.4639475,-79.9619625,broad_filled
3717 mintwood st,3717 Mintwood St,"3717 Mintwood St, Pittsburgh, PA 15201, USA",,40.4636628,-79.9618769,broad_filled
3717 penn ave,3717 Penn Ave,"3717 Penn Ave, Pittsburgh, PA 15201, USA",,40.4647331,-79.96206149999999,broad_filled
3718 butler st,3718 Butler St,"3718 Butler St, Pittsburgh, PA 15201, USA",,40.466655,-79.964276,broad_filled
3718 liberty ave,3718 Liberty Ave,"3718 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4619868,-79.9613245,broad_filled
3718 mintwood st,3718 Mintwood St,"3718 Mintwood St, Pittsburgh, PA 15201, USA",,40.4635867,-79.9613731,broad_filled
3718 penn ave,3718 Penn Ave,"3718 Penn Ave, Pittsburgh, PA 15201, USA",,40.46444700000001,-79.9617351,broad_filled
3719 penn ave,3719 Penn Ave,"3719 Penn Ave, Pittsburgh, PA 15201, USA",,40.4647492,-79.9620037,broad_filled
372 1/2 main st,372 1/2 Main St,"372 1/2 Main St, Pittsburgh, PA 15201, USA",,40.4659679,-79.9558938,broad_filled
372 42nd st,372 42nd St,"372 42nd St, Pittsburgh, PA 15201, USA",,40.4676511,-79.9568991,broad_filled
372 main st,372 Main St,"372 Main St, Pittsburgh, PA 15201, USA",,40.4659816,-79.9559439,broad_filled
372 winesap dr,372 Winesap Dr,"372 Winesap Dr, Pittsburgh, PA 15201, USA",,40.4711349,-79.9546484,broad_filled
3720 butler st,Round Corner Cantina,penn ave,4.3,40.466703,-79.964259,consolidated
3720 liberty ave,3720 Liberty Ave,"3720 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4619984,-79.9612841,broad_filled
3720 penn ave,3720 Penn Ave,"3720 Penn Ave, Pittsburgh, PA 15201, USA",,40.4644025,-79.96164619999999,broad_filled
3720 woolslayer way,3720 Woolslayer Wy,"3720 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.4640059,-79.9619211,broad_filled
3721 bandera st,3721 Bandera St,"3721 Bandera St, Pittsburgh, PA 15201, USA",,40.465667,-79.96309839999999,broad_filled
3721 charlotte st,3721 Charlotte St,"3721 Charlotte St, Pittsburgh, PA 15201, USA",,40.4671662,-79.96527429999999,broad_filled
3721 mintwood st,3721 Mintwood St,"3721 Mintwood St, Pittsburgh, PA 15201, USA",,40.4636455,-79.96181299999999,broad_filled
3721 penn ave,3721 Penn Ave,"3721 Penn Ave, Pittsburgh, PA 15201, USA",,40.4647399,-79.96192909999999,broad_filled
3722 charlotte st,3722 Charlotte St,"3722 Charlotte St, Pittsburgh, PA 15201, USA",,40.4669069,-79.96514599999999,broad_filled
3722 liberty ave,3722 Liberty Ave,"3722 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620238,-79.96114229999999,broad_filled
3722 penn ave,3722 Penn Ave,"3722 Penn Ave, Pittsburgh, PA 15201, USA",,40.4644606,-79.9615927,broad_filled
3722 woolslayer way,3722 Woolslayer Wy,"3722 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.46396319999999,-79.9618734,broad_filled
3723 charlotte st,3723 Charlotte St,"3723 Charlotte St, Pittsburgh, PA 15201, USA",,40.4672317,-79.9653043,broad_filled
3723 mintwood st,3723 Mintwood St,"3723 Mintwood St, Pittsburgh, PA 15201, USA",,40.4636484,-79.96177109999999,broad_filled
3724 liberty ave,3724 Liberty Ave,"3724 Liberty Ave, Pittsburgh, PA 15201, USA",,40.462008,-79.96118589999999,broad_filled
3725 butler st,3725 Butler St,"3725 Butler St, Pittsburgh, PA 15201, USA",,40.4666989,-79.96460929999999,broad_filled
3725 butler st unit 206,3725 Butler St Apartment 206,"3725 Butler St Apartment 206, Pittsburgh, PA 15201, USA",,40.4666907,-79.9645891,broad_filled
3725 butler st unit 207,3725 Butler St Apartment 207,"3725 Butler St Apartment 207, Pittsburgh, PA 15201, USA",,40.466791,-79.9645199,broad_filled
3725 butler st unit 208,3725 Butler St Apartment 208,"3725 Butler St Apartment 208, Pittsburgh, PA 15201, USA",,40.466823,-79.96449799999999,broad_filled
3725 butler st unit 209,3725 Butler St Apartment 209,"3725 Butler St Apartment 209, Pittsburgh, PA 15201, USA",,40.466855,-79.96447599999999,broad_filled
3725 butler st unit 210,3725 Butler St Apartment 210,"3725 Butler St Apartment 210, Pittsburgh, PA 15201, USA",,40.466886,-79.964514,broad_filled
3725 butler st unit 302,3725 Butler St Apartment 302,"3725 Butler St Apartment 302, Pittsburgh, PA 15201, USA",,40.466853,-79.964536,broad_filled
3725 butler st unit 304,3725 Butler St Apartment 304,"3725 Butler St Apartment 304, Pittsburgh, PA 15201, USA",,40.466821,-79.964558,broad_filled
3725 butler st unit 306,3725 Butler St Apartment 306,"3725 Butler St Apartment 306, Pittsburgh, PA 15201, USA",,40.46678900000001,-79.96458,broad_filled
3725 butler st unit 307,3725 Butler St Apartment 307,"3725 Butler St Apartment 307, Pittsburgh, PA 15201, USA",,40.466757,-79.964602,broad_filled
3725 butler st unit 308,3725 Butler St Apartment 308,"3725 Butler St Apartment 308, Pittsburgh, PA 15201, USA",,40.4667869,-79.96464,broad_filled
3725 butler st unit 309,3725 Butler St Apartment 309,"3725 Butler St Apartment 309, Pittsburgh, PA 15201, USA",,40.466819,-79.964618,broad_filled
3725 butler st unit 310,3725 Butler St Apartment 310,"3725 Butler St Apartment 310, Pittsburgh, PA 15201, USA",,40.466851,-79.964596,broad_filled
3725 butler st unit 402,3725 Butler St Apartment 402,"3725 Butler St Apartment 402, Pittsburgh, PA 15201, USA",,40.466884,-79.964574,broad_filled
3725 butler st unit 404,3725 Butler St Apartment 404,"3725 Butler St Apartment 404, Pittsburgh, PA 15201, USA",,40.466916,-79.964552,broad_filled
3725 butler st unit 406,3725 Butler St Apartment 406,"3725 Butler St Apartment 406, Pittsburgh, PA 15201, USA",,40.4669655,-79.9646125,broad_filled
3725 butler st unit 407,3725 Butler St Apartment 407,"3725 Butler St Apartment 407, Pittsburgh, PA 15201, USA",,40.4669626,-79.96461219999999,broad_filled
3725 butler st unit 408,3725 Butler St Apartment 408,"3725 Butler St Apartment 408, Pittsburgh, PA 15201, USA",,40.466882,-79.964633,broad_filled
3725 butler st unit 409,3725 Butler St Apartment 409,"3725 Butler St Apartment 409, Pittsburgh, PA 15201, USA",,40.466849,-79.9646549,broad_filled
3725 butler st unit 410,3725 Butler St Apartment 410,"3725 Butler St Apartment 410, Pittsburgh, PA 15201, USA",,40.466817,-79.964677,broad_filled
3725 butler st unit 502,3725 Butler St Apartment 502,"3725 Butler St Apartment 502, Pittsburgh, PA 15201, USA",,40.466848,-79.96471500000001,broad_filled
3725 butler st unit 503,3725 Butler St Apartment 503,"3725 Butler St Apartment 503, Pittsburgh, PA 15201, USA",,40.46688,-79.964693,broad_filled
3725 butler st unit 506,3725 Butler St Apartment 506,"3725 Butler St Apartment 506, Pittsburgh, PA 15201, USA",,40.466912,-79.964671,broad_filled
3725 butler st unit 508,3725 Butler St Apartment 508,"3725 Butler St Apartment 508, Pittsburgh, PA 15201, USA",,40.4669684,-79.9646137,broad_filled
3725 butler st unit 509,3725 Butler St Apartment 509,"3725 Butler St Apartment 509, Pittsburgh, PA 15201, USA",,40.466977,-79.9646269,broad_filled
3726 liberty ave,3726 Liberty Ave,"3726 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620766,-79.96114730000001,broad_filled
3728 charlotte st,3728 Charlotte St,"3728 Charlotte St, Pittsburgh, PA 15201, USA",,40.4669544,-79.9651181,broad_filled
3728 liberty ave,3728 Liberty Ave,"3728 Liberty Ave, Pittsburgh, PA 15201, USA",,40.46200229999999,-79.9610883,broad_filled
3729 mulberry way,3729 Mulberry Wy,"3729 Mulberry Wy, Pittsburgh, PA 15201, USA",,40.4668415,-79.96498439999999,broad_filled
373 44th st,373 44th St,"373 44th St, Pittsburgh, PA 15201, USA",,40.468724,-79.9556869,broad_filled
373 main st,373 Main St,"373 Main St, Pittsburgh, PA 15201, USA",,40.4660968,-79.9555166,broad_filled
3730 foster st,3730 Foster St,"3730 Foster St, Pittsburgh, PA 15201, USA",,40.4679,-79.96601299999999,broad_filled
3730 liberty ave,3730 Liberty Ave,"3730 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620097,-79.96104319999999,broad_filled
3730 woolslayer way,3730 Woolslayer Wy,"3730 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.4640037,-79.96167779999999,broad_filled
3732 foster st,3732 Foster St,"3732 Foster St, Pittsburgh, PA 15201, USA",,40.4678847,-79.9659977,broad_filled
3732 liberty ave,3732 Liberty Ave,"3732 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620182,-79.9609995,broad_filled
3732 woolslayer way,3732 Woolslayer Wy,"3732 Woolslayer Wy, Pittsburgh, PA 15201, USA",,40.4640188,-79.9616308,broad_filled
3733 butler st,3733 Butler St,"3733 Butler St, Pittsburgh, PA 15201, USA",,40.466758,-79.964542,broad_filled
3733 mulberry way,3733 Mulberry Wy,"3733 Mulberry Wy, Pittsburgh, PA 15201, USA",,40.4668652,-79.9650226,broad_filled
3734 liberty ave,3734 Liberty Ave,"3734 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620263,-79.960955,broad_filled
3736 liberty ave,3736 Liberty Ave,"3736 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620338,-79.96091299999999,broad_filled
3738 liberty ave,3738 Liberty Ave,"3738 Liberty Ave, Pittsburgh, PA 15201, USA",,40.4620436,-79.9608562,broad_filled
3739 foster st,3739 Foster St,"3739 Foster St, Pittsburgh, PA 15201, USA",,40.46813040000001,-79.96615539999999,broad_filled
374 main st,374 Main St,"374 Main St, Pittsburgh, PA 15201, USA",,40.4659696,-79.95581229999999,broad_filled
3746 charlotte st,3746 Charlotte St,"3746 Charlotte St, Pittsburgh, PA 15201, USA",,40.4671638,-79.9650047,broad_filled
375 1/2 main st,375 1/2 Main St,"375 1/2 Main St, Pittsburgh, PA 15201, USA",,40.4659505,-79.9553588,broad_filled
375 44th st,375 44th St,"375 44th St, Pittsburgh, PA 15201, USA",,40.46868569999999,-79.95564449999999,broad_filled
375 main st,375 Main St,"375 Main St, Pittsburgh, PA 15201, USA",,40.4660732,-79.95547169999999,broad_filled
375 winesap dr,375 Winesap Dr,"375 Winesap Dr, Pittsburgh, PA 15201, USA",,40.4712736,-79.95434399999999,broad_filled
376 42nd st,376 42nd St,"376 42nd St, Pittsburgh, PA 15201, USA",,40.46755599999999,-79.95684399999999,broad_filled
376 fisk st,"Dialysis Clinic, Inc.",penn ave,,40.4656954,-79.9573672,bounding_only
376 main st,376 Main St,"376 Main St, Pittsburgh, PA 15201, USA",,40.4658558,-79.955609,broad_filled
377 44th st,377 44th St,"377 44th St, Pittsburgh, PA 15201, USA",,40.4686527,-79.95559469999999,broad_filled
377 main st,377 Main St,"377 Main St, Pittsburgh, PA 15224, USA",,40.4658678,-79.9553298,broad_filled
378 42nd st,378 42nd St,"378 42nd St, Pittsburgh, PA 15201, USA",,40.4675886,-79.95680650000001,broad_filled
378 main st apt 1,378 Main St Apartment 1,"378 Main St Apartment 1, Pittsburgh, PA 15201, USA",,40.465837,-79.9555936,broad_filled
378 main st apt 2,378 Main St Apartment 2,"378 Main St Apartment 2, Pittsburgh, PA 15201, USA",,40.46581370000001,-79.9555632,broad_filled
379 44th st,379 44th St,"379 44th St, Pittsburgh, PA 15201, USA",,40.4686178,-79.9555513,broad_filled
