Address,Business Name,Street,Rating,Latitude,Longitude,Flag
5323 HOLMES ST,,,,,,
5262 HOLMES ST,,,,,,
5213 KENT WAY,,,,,,
5210 KEYSTONE ST,,,,,,
5278 HOLMES ST,,,,,,
4837 HATFIELD ST,,,,,,
4924 HATFIELD ST,,,,,,
4911 HATFIELD ST,,,,,,
5259 DUNCAN ST,,,,,,
4910 HATFIELD ST,,,,,,
4933 HATFIELD ST,,,,,,
5119 CARNEGIE ST,,,,,,
5256 HOLMES ST,,,,,,
5277 DUNCAN ST,,,,,,
4841 HATFIELD ST,,,,,,
176 49TH ST,,,,,,
4817 HATFIELD ST,,,,,,
5270 DUNCAN ST,,,,,,
4920 HARRISON ST,,,,,,
5262 DUNCAN ST,,,,,,
157 49TH ST,,,,,,
4908 HATFIELD ST,,,,,,
4938 HATFIELD ST,,,,,,
4909 BUTLER ST,,,,,,
4831 HATFIELD ST,,,,,,
4839 PLUM WAY,,,,,,
4931 HATFIELD ST,,,,,,
4935 HATFIELD ST,,,,,,
4905 HATFIELD ST,,,,,,
4842 HATFIELD ST,,,,,,
4920 HATFIELD ST,,,,,,
4833 HATFIELD ST,,,,,,
4909 HATFIELD ST,,,,,,
4922 HATFIELD ST,,,,,,
4913 BUTLER ST,,,,,,
4921 BUTLER ST,,,,,,
4915 BUTLER ST,,,,,,
5111 BUTLER ST,,,,,,
4916 HATFIELD ST,,,,,,
4901 HATFIELD ST,,,,,,
5235 HOLMES ST,,,,,,
174 49TH ST,,,,,,
4907 HATFIELD ST,,,,,,
5273 DUNCAN ST,,,,,,
5151 CARNEGIE ST,,,,,,
5146 DRESDEN WAY,,,,,,
5116 DRESDEN WAY,,,,,,
4843 HATFIELD ST,,,,,,
4913 HATFIELD ST,,,,,,
4927 PLUM WAY,,,,,,
180 49TH ST,,,,,,
178 49TH ST,,,,,,
4919 HATFIELD ST,,,,,,
4921 HATFIELD ST,,,,,,
4928 HATFIELD ST,,,,,,
4932 HATFIELD ST,,,,,,
5164 KEYSTONE ST,,,,,,
5111 KEYSTONE ST,,,,,,
5108 NATRONA WAY,,,,,,
5115 KEYSTONE ST,,,,,,
5160 CARNEGIE ST,,,,,,
5110 DRESDEN WAY,,,,,,
4927 BUTLER ST,,,,,,
5157 CARNEGIE ST,,,,,,
5130 CARNEGIE ST,,,,,,
5148 DRESDEN WAY,,,,,,
4937 HATFIELD ST,,,,,,
4836 HATFIELD ST,,,,,,
4840 HARRISON ST,,,,,,
4923 HATFIELD ST,,,,,,
4926 HATFIELD ST,,,,,,
4912 HATFIELD ST,,,,,,
4908 HARRISON ST,,,,,,
5120 CARNEGIE ST,,,,,,
4917 HATFIELD ST,,,,,,
4839 BUTLER ST,,,,,,
4929 HATFIELD ST,,,,,,
5114 BUTLER ST,,,,,,
5115 CARNEGIE ST,,,,,,
5106 NATRONA WAY,,,,,,
5105 KEYSTONE ST,,,,,,
5164 NATRONA WAY,,,,,,
4925 BUTLER ST,,,,,,
184 49TH ST,,,,,,
5105 CARNEGIE ST,,,,,,
5112 BUTLER ST,,,,,,
190 49TH ST,,,,,,
4907 BUTLER ST,,,,,,
5110 BUTLER ST,,,,,,
5100 BUTLER ST,,,,,,
4840 BLACKBERRY WAY,,,,,,
5101 CARNEGIE ST,,,,,,
4901 BUTLER ST,,,,,,
5129 CARNEGIE ST,,,,,,
5126 CARNEGIE ST,,,,,,
5124 BUTLER ST,,,,,,
5117 BUTLER ST,,,,,,
5123 BUTLER ST,,,,,,
5115 BUTLER ST,,,,,,
5143 CARNEGIE ST,,,,,,
5155 CARNEGIE ST,,,,,,
4931 BUTLER ST,,,,,,
5119 BUTLER ST,,,,,,
5151 KEYSTONE ST,,,,,,
5116 BUTLER ST,,,,,,
5114 NATRONA WAY,,,,,,
5121 KENT WAY,,,,,,
5122 BUTLER ST,,,,,,
5121 BUTLER ST,,,,,,
4930 HATFIELD ST,,,,,,
5107 BUTLER ST,,,,,,
4827 HATFIELD ST,,,,,,
4837 BLACKBERRY WAY,,,,,,
4919 BUTLER ST,,,,,,
5142 BUTLER ST,,,,,,
5121 CARNEGIE ST,,,,,,
4933 BUTLER ST,,,,,,
5113 CARNEGIE ST,,,,,,
5108 BUTLER ST,,,,,,
5134 BUTLER ST,,,,,,
5109 BUTLER ST,,,,,,
5147 KEYSTONE ST,,,,,,
5144 NATRONA WAY,,,,,,
5157 KEYSTONE ST,,,,,,
5138 NATRONA WAY,,,,,,
5153 KEYSTONE ST,,,,,,
5149 CARNEGIE ST,,,,,,
5140 KEYSTONE ST,,,,,,
5150 KEYSTONE ST,,,,,,
5144 CARNEGIE ST,,,,,,
5123 KEYSTONE ST,,,,,,
5148 NATRONA WAY,,,,,,
5132 CARNEGIE ST,,,,,,
5122 CARNEGIE ST,,,,,,
5118 NATRONA WAY,,,,,,
5123 CARNEGIE ST,,,,,,
5104 NATRONA WAY,,,,,,
5145 CARNEGIE ST,,,,,,
5140 NATRONA WAY,,,,,,
5169 NATRONA WAY,,,,,,
5127 DRESDEN WAY,,,,,,
5106 BUTLER ST,,,,,,
5103 BERLIN WAY,,,,,,
5156 KEYSTONE ST,,,,,,
5136 BUTLER ST,,,,,,
5139 CARNEGIE ST,,,,,,
5109 CARNEGIE ST,,,,,,
4838 HATFIELD ST,,,,,,
4929 BUTLER ST,,,,,,
5141 CARNEGIE ST,,,,,,
5131 CARNEGIE ST,,,,,,
5128 KEYSTONE ST,,,,,,
5158 KEYSTONE ST,,,,,,
5121 KEYSTONE ST,,,,,,
5108 KEYSTONE ST,,,,,,
5137 KEYSTONE ST,,,,,,
5131 RUBY ST,,,,,,
4923 BUTLER ST,,,,,,
5013 BUTLER ST,,,,,,
5111 CARNEGIE ST,,,,,,
5102 BUTLER ST,,,,,,
5117 CARNEGIE ST,,,,,,
5120 DRESDEN WAY,,,,,,
5102 DRESDEN WAY,,,,,,
5133 KEYSTONE ST,,,,,,
5159 KEYSTONE ST,,,,,,
5135 KEYSTONE ST,,,,,,
5142 NATRONA WAY,,,,,,
5160 KEYSTONE ST,,,,,,
5106 DRESDEN WAY,,,,,,
5140 DRESDEN WAY,,,,,,
5120 BUTLER ST,,,,,,
5118 CARNEGIE ST,,,,,,
5123 DRESDEN WAY,,,,,,
5122 DRESDEN WAY,,,,,,
4902 HATFIELD ST,,,,,,
503 52ND ST,,,,,,
5240 LOTUS WAY,,,,,,
5143 HOLMES ST,,,,,,
5171 NATRONA WAY,,,,,,
5114 KEYSTONE ST,,,,,,
5200 KEYSTONE ST,,,,,,
5113 KEYSTONE ST,,,,,,
5150 NATRONA WAY,,,,,,
5153 CARNEGIE ST,,,,,,
5152 NATRONA WAY,,,,,,
5104 BUTLER ST,,,,,,
5126 BUTLER ST,,,,,,
5125 DRESDEN WAY,,,,,,
5126 NATRONA WAY,,,,,,
5122 NATRONA WAY,,,,,,
5154 NATRONA WAY,,,,,,
5104 CARNEGIE ST,,,,,,
5166 NATRONA WAY,,,,,,
5118 KEYSTONE ST,,,,,,
5108 CARNEGIE ST,,,,,,
5101 KEYSTONE ST,,,,,,
5152 KEYSTONE ST,,,,,,
5133 CARNEGIE ST,,,,,,
5117 KEYSTONE ST,,,,,,
5146 KEYSTONE ST,,,,,,
5134 CARNEGIE ST,,,,,,
5129 KEYSTONE ST,,,,,,
5149 KEYSTONE ST,,,,,,
5102 CARNEGIE ST,,,,,,
5107 KENT WAY,,,,,,
5162 NATRONA WAY,,,,,,
5148 CARNEGIE ST,,,,,,
5107 KEYSTONE ST,,,,,,
5116 CARNEGIE ST,,,,,,
5131 KEYSTONE ST,,,,,,
5122 KEYSTONE ST,,,,,,
5158 CARNEGIE ST,,,,,,
182 49TH ST,,,,,,
5128 BUTLER ST,,,,,,
5226 HOLMES ST,,,,,,
5131 HOLMES ST,,,,,,
5208 HOLMES ST,,,,,,
5119 DUNCAN ST,,,,,,
5205 DUNCAN ST,,,,,,
5130 BUTLER ST,,,,,,
173 36TH ST,,,,,,
5114 DUNCAN ST,,,,,,
5166 KEYSTONE ST,,,,,,
5103 LOTUS WAY,,,,,,
5208 LOTUS WAY,,,,,,
603 52ND ST,,,,,,
5115 DUNCAN ST,,,,,,
5144 KEYSTONE ST,,,,,,
5170 KEYSTONE ST,,,,,,
5139 KEYSTONE ST,,,,,,
5101 KENT WAY,,,,,,
5168 NATRONA WAY,,,,,,
5155 KEYSTONE ST,,,,,,
5116 KEYSTONE ST,,,,,,
5128 CARNEGIE ST,,,,,,
5137 CARNEGIE ST,,,,,,
5168 KEYSTONE ST,,,,,,
5136 KEYSTONE ST,,,,,,
5156 NATRONA WAY,,,,,,
5137 HOLMES ST,,,,,,
519 52ND ST,,,,,,
5159 STANTON AVE,,,,,,
5125 HOLMES ST,,,,,,
5222 HOLMES ST,,,,,,
5147 HOLMES ST,,,,,,
5119 HOLMES ST,,,,,,
604 52ND ST,,,,,,
5132 HOLMES ST,,,,,,
5207 LOTUS WAY,,,,,,
5209 LOTUS WAY,,,,,,
5105 DUNCAN ST,,,,,,
517 52ND ST,,,,,,
5161 STANTON AVE,,,,,,
5111 DUNCAN ST,,,,,,
5107 DUNCAN ST,,,,,,
5185 STANTON AVE,,,,,,
5120 KEYSTONE ST,,,,,,
5154 CARNEGIE ST,,,,,,
5219 STANTON AVE,,,,,,
5231 POE WAY,,,,,,
5138 HOLMES ST,,,,,,
5221 STANTON AVE,,,,,,
5107 LOTUS WAY,,,,,,
3739 FOSTER ST,,,,,,
60 38TH ST,,,,,,
810 MCCANDLESS AVE,,,,,,
5207 HOLMES ST,,,,,,
5103 HOLMES ST,,,,,,
5101 HOLMES ST,,,,,,
5219 POE WAY,,,,,,
5113 DUNCAN ST,,,,,,
5144 KENT WAY,,,,,,
5163 STANTON AVE,,,,,,
5110 DUNCAN ST,,,,,,
5118 DUNCAN ST,,,,,,
5106 LOTUS WAY,,,,,,
5202 LOTUS WAY,,,,,,
5205 LOTUS WAY,,,,,,
5113 HOLMES ST,,,,,,
5156 CARNEGIE ST,,,,,,
5209 DUNCAN ST,,,,,,
5225 LOTUS WAY,,,,,,
5204 KENT WAY,,,,,,
5123 HOLMES ST,,,,,,
5110 HOLMES ST,,,,,,
5117 DUNCAN ST,,,,,,
5217 POE WAY,,,,,,
5227 POE WAY,,,,,,
5152 CARNEGIE ST,,,,,,
509 52ND ST,,,,,,
5146 NATRONA WAY,,,,,,
55 36TH ST,,,,,,
414 52ND ST,,,,,,
5116 NATRONA WAY,,,,,,
5162 CARNEGIE ST,,,,,,
5123 KENT WAY,,,,,,
5221 DUNCAN ST,,,,,,
5175 STANTON AVE,,,,,,
5169 STANTON AVE,,,,,,
523 53RD ST,,,,,,
5211 KENT WAY,,,,,,
5266 DUNCAN ST,,,,,,
5236 DUNCAN ST,,,,,,
5210 KENT WAY,,,,,,
5115 HOLMES ST,,,,,,
5179 STANTON AVE,,,,,,
5233 STANTON AVE,,,,,,
5265 DUNCAN ST,,,,,,
4845 HARRISON ST,,,,,,
159 49TH ST,,,,,,
5255 DUNCAN ST,,,,,,
5275 DUNCAN ST,,,,,,
4902 PLUM WAY,,,,,,
5267 DUNCAN ST,,,,,,
5312 HOLMES ST,,,,,,
5303 DUNCAN ST,,,,,,
4839 HATFIELD ST,,,,,,
5236 HOLMES ST,,,,,,
5305 DUNCAN ST,,,,,,
525 53RD ST,,,,,,
4906 HARRISON ST,,,,,,
4925 HATFIELD ST,,,,,,
4933 PLUM WAY,,,,,,
4841 PLUM WAY,,,,,,
4800 HARRISON ST,,,,,,
4829 HATFIELD ST,,,,,,
4918 HATFIELD ST,,,,,,
5107 CARNEGIE ST,,,,,,
4926 BLACKBERRY WAY,,,,,,
4840 HATFIELD ST,,,,,,
135 51ST ST,,,,,,
5107 BERLIN WAY,,,,,,
5135 CARNEGIE ST,,,,,,
5118 BUTLER ST,,,,,,
5101 BERLIN WAY,,,,,,
5145 KEYSTONE ST,,,,,,
5128 NATRONA WAY,,,,,,
5112 KEYSTONE ST,,,,,,
5125 KEYSTONE ST,,,,,,
5110 KEYSTONE ST,,,,,,
5126 KEYSTONE ST,,,,,,
5164 CARNEGIE ST,,,,,,
3614 SMALLMAN ST,Oyster Creative Co.,34th st,5.0,40.4664289,-79.9666142,consolidated
5217 LOTUS WAY,,,,,,
5140 BUTLER ST,,,,,,
5150 1/2 CARNEGIE ST,,,,,,
5110 CARNEGIE ST,,,,,,
5205 HOLMES ST,,,,,,
5213 DUNCAN ST,,,,,,
5218 POE WAY,,,,,,
5213 HOLMES ST,,,,,,
5129 KENT WAY,,,,,,
804 MCCANDLESS AVE,,,,,,
5232 DUNCAN ST,,,,,,
4729 HATFIELD ST,,,,,,
5211 HOLMES ST,,,,,,
5226 POE WAY,,,,,,
3540 CHARLOTTE ST,,,,,,
5108 DRESDEN WAY,,,,,,
5134 DRESDEN WAY,,,,,,
5132 BUTLER ST,,,,,,
4900 HATFIELD ST,,,,,,
5161 KEYSTONE ST,,,,,,
5131 NATRONA WAY,,,,,,
5124 CARNEGIE ST,,,,,,
5146 CARNEGIE ST,,,,,,
5106 CARNEGIE ST,,,,,,
5142 KEYSTONE ST,,,,,,
5213 POE WAY,,,,,,
5239 WICKLIFF ST,,,,,,
5231 STANTON AVE,,,,,,
4716 PLUM WAY,,,,,,
170 47TH ST,,,,,,
4637 PLUMMER ST,,,,,,
4632 HATFIELD ST,,,,,,
5163 NATRONA WAY,,,,,,
5129 DRESDEN WAY,,,,,,
5158 NATRONA WAY,,,,,,
5172 KEYSTONE ST,,,,,,
3608 SMALLMAN ST,,,,,,
4737 HATFIELD ST,,,,,,
