Address,Business Name,Street,Rating,Latitude,Longitude,Flag
United States,Butler St + 38th St,penn ave,,40.466735,-79.964298,bounding_only
United States,Lowrie St + Heckleman,44th St,,40.468706,-79.97907099999999,broad_filled
United States,Liberty Ave + Canoe,liberty ave,,40.463092,-79.955382,bounding_only
United States,Penn Ave at 39th St,penn ave,,40.464784,-79.9601795,consolidated
United States,Howley St + Friendship,liberty ave,5.0,40.46505399999999,-79.95138999999999,bounding_only
United States,Ella St + Friendship Ave FS,liberty ave,,40.46446700000001,-79.950631,bounding_only
United States,Liberty Ave + Canoe Way,liberty ave,,40.463252,-79.955043,bounding_only
United States,Liberty Ave + Ella,liberty ave,,40.4631554,-79.9520031,bounding_only
United States,Butler St + 47th,butler st,1.0,40.47409099999999,-79.95790699999999,consolidated
United States,40th + Government Way Steps,penn ave,,40.4655813,-79.9584891,consolidated
United States,Liberty Ave + Main St FS,liberty ave,,40.46343799999999,-79.953997,bounding_only
United States,Penn Ave + 40th,penn ave,,40.46511799999999,-79.958117,bounding_only
United States,Butler St at 37th St,penn ave,,40.46618049999999,-79.9647075,consolidated
United States,Liberty Ave + Ella,liberty ave,,40.463116,-79.951646,bounding_only
United States,Liberty Ave at Ella St,liberty ave,,40.4632166,-79.9518375,bounding_only
United States,Butler St at 44th St,butler st,,40.47147799999999,-79.959745,consolidated
United States,40th St + Butler,penn ave,,40.468544,-79.962105,consolidated
United States,Main St + Penn NS,liberty ave,3.0,40.46545,-79.95482899999999,bounding_only
United States,Butler St + 43rd,butler st,,40.470807,-79.960274,bounding_only
United States,Liberty Ave at Edmond St,liberty ave,,40.4611295,-79.94807899999999,bounding_only
United States,Butler St + 44th,butler st,,40.471294,-79.959801,consolidated
United States,40th St + Davidson,penn ave,,40.467598,-79.960979,consolidated
United States,Liberty Ave + 40th St NS,liberty ave,,40.46303299999999,-79.956405,bounding_only
United States,MT Troy Rd + Homestead,50th St,,40.472433,-79.983036,broad_filled
United States,Penn Ave + 40th St,penn ave,4.0,40.46526199999999,-79.957734,bounding_only
United States,Troy Hill Loop + Lowrie,43rd St,,40.469269,-79.97863199999999,broad_filled
United States,Butler St + 46th,butler st,,40.47267099999999,-79.95884699999999,consolidated
United States,MT Troy Rd + Homestead,50th St,,40.47252899999999,-79.982969,broad_filled
United States,Butler St at 46th St,butler st,,40.4728355,-79.958765,consolidated
United States,MT Troy Rd + Fornoff,56th St,,40.478464,-79.986385,broad_filled
United States,Butler St + Main,penn ave,,40.4697199,-79.9609052,bounding_only
United States,Butler St at 39th St,penn ave,,40.4675415,-79.9635705,consolidated
United States,Butler St + 39th,penn ave,,40.467679,-79.9637,consolidated
United States,Bigelow Blvd + Bloomfield Bridge,Liberty Ave,,40.458614,-79.95749699999999,broad_filled
United States,MT Troy + Cronemeyer Ave FS,McCandless Ave,,40.473738,-79.984456,broad_filled
United States,Butler St + 40th St NS,penn ave,,40.468342,-79.962688,consolidated
"Willow Street, Pittsburgh",Icehouse Parking,butler st,4.0,40.4725322,-79.9634835,consolidated
1 43RD ST,43rd Street Concrete,39th St,4.5,40.4751821,-79.9645814,broad_filled
1 MCCANDLESS AVE,,,,,,
1 OHARA PL,,,,,,
1 OHARA PL APT 1,,,,,,
1 OHARA PL APT 2,,,,,,
1 OHARA PL APT 3,,,,,,
1 SAINT JOHN PL,,,,,,
1 SAINT JOHN PL APT 1,,,,,,
1 SAINT JOHN PL APT 2,,,,,,
1 SAINT JOHN PL APT 3,,,,,,
"1 Sheridan Street, Millvale","Leone Electrical Contractors, LLC",48th st,3.5,40.47745049999999,-79.97203119999999,consolidated
10 40TH ST,National Robotics Engineering Center,butler st,4.9,40.4728736,-79.9650268,consolidated
10 40TH ST,Carnegie Mellon Robotics Academy,butler st,,40.47317590000001,-79.96500619999999,consolidated
"10 East Sherman Street, Pittsburgh",Grist House Craft Brewery,45th St,4.8,40.4787139,-79.9722824,broad_filled
"10 Sedgwick Street, Pittsburgh",Asgard Raw Dog & Cat Food,51st st,4.7,40.4796371,-79.9744644,consolidated
"10 Sedgwick Street, Pittsburgh",JEM Industries LLC,51st st,,40.47961149999999,-79.9744565,consolidated
"10 Sedgwick Street, Pittsburgh",TABS Asphalt & Concrete Inc.,51st st,,40.47961149999999,-79.9744565,consolidated
100 40TH ST,Steel City Speed & Custom,penn ave,4.6,40.4708268,-79.9647737,consolidated
100 43RD ST,Renaissance & Baroque,butler st,,40.4728608,-79.9638889,consolidated
100 43RD ST,Karen Meyers Photography,butler st,5.0,40.4728608,-79.9638889,consolidated
100 43RD ST,Asia Margo Photography,butler st,,40.4729243,-79.96394649999999,consolidated
100 43RD ST,"ProtoInnovations, LLC",butler st,5.0,40.47287370000001,-79.9638856,consolidated
100 43RD ST,Pittsburgh Ultimate,butler st,5.0,40.4726675,-79.9638216,consolidated
100 43RD ST,McCormick Architects and Designers,butler st,5.0,40.47287370000001,-79.9638856,consolidated
100 43RD ST,Ice House Studios,butler st,4.8,40.472912,-79.9636963,consolidated
100 43RD ST,Associated Artists of Pittsburgh,butler st,5.0,40.4731817,-79.96369109999999,consolidated
100 43RD ST,Elan Mizrahi Photography,butler st,5.0,40.4729254,-79.963728,consolidated
"100 43rd Street #105, Pittsburgh",Chez Lapin,butler st,5.0,40.4725733,-79.9637281,consolidated
"100 43rd Street #106, Pittsburgh",Gingerly Press,butler st,5.0,40.4729243,-79.96394649999999,consolidated
"100 43rd Street #108, Pittsburgh",Kelly Lane,butler st,,40.4728608,-79.9638889,consolidated
"100 43rd Street #108, Pittsburgh",KLoRebel Art Co.,butler st,,40.4728608,-79.9638889,consolidated
"100 43rd Street #112, Pittsburgh",TRVR Handwired Electronics,butler st,,40.4728738,-79.9638856,consolidated
"100 43rd Street #112, Pittsburgh",Rainstick Dreams,butler st,5.0,40.4728738,-79.9638856,consolidated
"100 43rd Street #113, Pittsburgh",Steel Dragon,butler st,5.0,40.4728608,-79.9638889,consolidated
"100 43rd Street #116, Pittsburgh",Curiosity Shop,butler st,4.9,40.47292839999999,-79.96385380000001,consolidated
"100 43rd Street #208, Pittsburgh",Lawrenceville Corporation,butler st,4.8,40.4729243,-79.96394649999999,consolidated
"100 43rd Street #211, Pittsburgh","SKIBBA Illustration, LLC",butler st,,40.47292399999999,-79.96394699999999,consolidated
"100 43rd Street #211, Pittsburgh",Neoforma Design,butler st,,40.47287370000001,-79.9638856,consolidated
"100 43rd Street #211, Pittsburgh",Keith & Co.,butler st,,40.4728989,-79.9639163,consolidated
"100 43rd Street #211, Pittsburgh","Depiction, LLC",butler st,,40.4728387,-79.9635857,consolidated
"100 43rd Street Suite 205, Pittsburgh",Stone + Sparrow Studio,butler st,5.0,40.4729243,-79.96394649999999,consolidated
100 44TH ST,,,,,,
100 49TH ST,,,,,,
100 50TH ST,,,,,,
"100 Howard Street, Millvale",Northern Area (Millvale) Boys & Girls Club of Western PA,52nd st,5.0,40.48033039999999,-79.9764486,consolidated
"100 Waterfront Drive, Pittsburgh",Herrs Island North Park Lookout Point,37th st,5.0,40.4700515,-79.9725217,consolidated
101 43RD HALF ST,,,,,,
101 43RD ST,,,,,,
101 44TH ST APT 1,,,,,,
101 44TH ST APT 2,,,,,,
101 49TH ST,,,,,,
"101 Bridge Street, Pittsburgh",Millvale Marina,39th St,4.5,40.47595759999999,-79.9683909,broad_filled
102 1/2 44TH ST,,,,,,
102 43RD HALF ST,,,,,,
102 44TH ST,,,,,,
102 MCCANDLESS AVE,,,,,,
103 44TH ST,,,,,,
103 44TH ST APT 1,,,,,,
103 44TH ST APT 2,,,,,,
103 49TH ST,,,,,,
103 HONEYCRISP LN,,,,,,
104 1/2 44TH ST,,,,,,
104 43RD HALF ST,,,,,,
104 44TH ST,,,,,,
105 40TH ST,Techmill 41,butler st,3.5,40.4715778,-79.9649063,consolidated
105 40TH ST,Children's Hospital of Pittsburgh Foundation,butler st,5.0,40.4713134,-79.9650802,consolidated
105 43RD ST,,,,,,
105 47TH ST,,,,,,
105 53RD ST,,,,,,
106 44TH ST,,,,,,
106 53RD ST,,,,,,
"106 North Avenue, Millvale",Corsair Fencing Club,stanton ave,5.0,40.47996569999999,-79.97565709999999,consolidated
107 43RD HALF ST,,,,,,
107 44TH ST,,,,,,
107 47TH ST,,,,,,
107 HONEYCRISP LN,,,,,,
108 43RD HALF ST,,,,,,
108 43RD ST,,,,,,
108 44TH ST,,,,,,
109 42ND ST,,,,,,
109 43RD HALF ST,,,,,,
109 44TH ST,,,,,,
109 48TH ST,,,,,,
110 44TH ST,,,,,,
110 57TH ST,,,,,,
111 35TH ST,A. R. Chambers Supply,34th St,4.9,40.46508199999999,-79.96827019999999,broad_filled
111 42ND ST,,,,,,
111 43RD HALF ST,,,,,,
111 44TH ST,,,,,,
111 45TH ST,,,,,,
111 47TH ST,,,,,,
111 HONEYCRISP LN,,,,,,
"111 Sheridan Street, Pittsburgh","Naushin A. Udyawar, MD",45th St,,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh","Jonathan Michael Weiss, MD",45th St,,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh",Naushin Ahmed Udyawar,45th St,,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh",Lynn Reid,45th St,,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh","Elaine P Boron, DO",45th St,5.0,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh","Emily M. Kosty, PA-C",45th St,,40.4790076,-79.97099299999999,broad_filled
"111 Sheridan Street, Pittsburgh","Sarah B. Larkin, MD",45th St,5.0,40.47900120000001,-79.9710132,broad_filled
"111 Sheridan Street, Pittsburgh","Henry A. Bakkila, MD",45th St,,40.47900120000001,-79.9710132,broad_filled
"111 Sheridan Street, Pittsburgh",Volk Christine L,45th St,5.0,40.4790017,-79.97100089999999,broad_filled
"111 Sheridan Street, Pittsburgh","Amy J. DiPlacido, MD",45th St,5.0,40.4790017,-79.97100089999999,broad_filled
"111 Sheridan Street, Pittsburgh",Renaissance Family Practice-UPMC,45th St,2.9,40.4790017,-79.97100089999999,broad_filled
"111 Sheridan Street, Millvale","Dr. Robert L. Carrell, MD",45th St,3.7,40.4790017,-79.97100089999999,broad_filled
112 35TH ST,FleetPride Service Center,34th St,4.7,40.4645868,-79.9685259,broad_filled
112 35TH ST,FleetPride,34th St,1.0,40.46455539999999,-79.9685212,broad_filled
112 44TH ST,,,,,,
112 57TH ST,,,,,,
"112 East Sherman Street, Pittsburgh",FracTracker Alliance,47th St,,40.4797979,-79.9713549,broad_filled
"112 East Sherman Street, Millvale",New Sun Rising,47th St,4.7,40.4797979,-79.9713549,broad_filled
"112 East Sherman Street, Millvale",Millvale Food + Energy Hub,47th St,4.8,40.4799452,-79.9713307,broad_filled
"112 Lincoln Avenue, Pittsburgh",GPSA INC,46th St,4.5,40.478895,-79.96869199999999,broad_filled
113 42ND ST,,,,,,
113 43RD HALF ST,,,,,,
113 43RD ST,,,,,,
113 44TH ST,,,,,,
113 45TH ST,,,,,,
113 47TH ST,,,,,,
113 51ST ST,,,,,,
113 MCCANDLESS AVE,,,,,,
114 41ST ST,,,,,,
114 43RD HALF ST,,,,,,
114 43RD ST,,,,,,
114 44TH ST,,,,,,
"114 Grant Avenue, Pittsburgh",Grant Bar Inc,44th St,4.5,40.4782667,-79.9697429,broad_filled
115 1/2 42ND ST,,,,,,
115 1/2 44TH ST,,,,,,
115 34TH ST,,,,,,
115 41ST ST,Bay 41,butler st,3.5,40.47160409999999,-79.9642964,consolidated
115 41ST ST,Fort Willow Developers,butler st,3.0,40.4714289,-79.96377269999999,consolidated
115 41ST ST,Lawrenceville Farmers Market,butler st,4.8,40.4714793,-79.9638593,consolidated
115 42ND ST,,,,,,
115 44TH ST,,,,,,
115 45TH ST,,,,,,
115 53RD ST,,,,,,
115 BANNER WAY,,,,,,
"115 Colton Street, Pittsburgh",Junk Magician,55th st,5.0,40.4821865,-79.9764977,consolidated
115 HONEYCRISP LN,,,,,,
115 LOCARNA WAY,,,,,,
115 MCCANDLESS AVE,,,,,,
"115 Sedgwick Street, Pittsburgh","Telephone of the Wind, Millvale",53rd St,5.0,40.4809858,-79.9737786,broad_filled
116 34TH ST,Strip Self Storage,34th St,4.3,40.4632423,-79.9694943,broad_filled
116 41ST ST,,,,,,
116 43RD ST,,,,,,
116 44TH ST,,,,,,
117 42ND ST,,,,,,
117 43RD ST,,,,,,
117 44TH ST,,,,,,
117 47TH ST,,,,,,
117 53RD ST,,,,,,
117 BANNER WAY,,,,,,
117 MCCANDLESS AVE,,,,,,
118 41ST ST,,,,,,
118 42ND ST,,,,,,
118 43RD HALF ST,,,,,,
118 43RD ST,,,,,,
118 44TH ST,,,,,,
118 45TH ST,,,,,,
118 52ND ST,,,,,,
119 40TH ST,,,,,,
119 41ST ST,Rainbow Row,butler st,4.3,40.471287,-79.9638069,consolidated
119 42ND ST,,,,,,
119 43RD ST,,,,,,
119 44TH ST,,,,,,
119 47TH ST,,,,,,
119 51ST ST,,,,,,
119 53RD ST,,,,,,
119 BANNER WAY,,,,,,
119 HONEYCRISP LN,,,,,,
119 MCCANDLESS AVE,,,,,,
12 MCCANDLESS AVE,,,,,,
120 41ST ST,,,,,,
120 43RD ST,,,,,,
120 44TH ST,,,,,,
120 45TH ST,,,,,,
120 BANNER WAY,Frannies,butler st,,40.471594,-79.96325809999999,consolidated
120 LOCARNA WAY,,,,,,
121 40TH ST,,,,,,
121 41ST ST,,,,,,
121 42ND ST,,,,,,
121 43RD ST,,,,,,
121 44TH ST,,,,,,
121 45TH ST,,,,,,
121 47TH ST,,,,,,
121 53RD ST,,,,,,
121 BANNER WAY,,,,,,
121 LOCARNA WAY,,,,,,
121 MCCANDLESS AVE,,,,,,
122 41ST ST,,,,,,
122 42ND ST,,,,,,
122 43RD ST,,,,,,
122 45TH ST,,,,,,
"122 Butler Street, Pittsburgh",Mr. Smalls Recording and Mastering,48th St,4.6,40.48032020000001,-79.972236,broad_filled
"122 Butler Street, Millvale",Meals On Wheels,48th St,,40.4802943,-79.9724359,broad_filled
"122 Butler Street, Millvale",Millvale United Methodist Church,48th St,,40.480366,-79.9721983,broad_filled
122 LOCARNA WAY,,,,,,
123 1/2 42ND ST,,,,,,
123 36TH ST,Cranberry Plaza II LLC,penn ave,,40.4671374,-79.9669826,consolidated
123 36TH ST,"Wilson-McGinley, Inc.",34th st,4.1,40.4663916,-79.967383,consolidated
123 40TH ST,,,,,,
123 41ST ST,,,,,,
123 42ND ST,,,,,,
123 43RD ST,,,,,,
123 45TH ST,,,,,,
123 53RD ST,,,,,,
123 BANNER WAY,,,,,,
"123 Lincoln Avenue, Millvale",Family Dollar,45th St,3.6,40.47889670000001,-79.9697668,broad_filled
123 MCCANDLESS AVE,,,,,,
"123 North Avenue #1, Pittsburgh",Sperling Family Funeral Services,52nd st,,40.4804767,-79.9757011,consolidated
"123 North Avenue, Millvale",Hahn Funeral Home & Cremation Services Inc,52nd st,5.0,40.4804767,-79.9757011,consolidated
124 41ST ST,,,,,,
124 42ND ST,,,,,,
124 42ND ST UNIT 1,,,,,,
124 43RD ST,,,,,,
124 45TH ST,,,,,,
124 46TH ST,,,,,,
"124 Grant Avenue, Millvale",Subway,44th St,4.2,40.4785009,-79.97008439999999,broad_filled
124 LOCARNA WAY,,,,,,
125 40TH ST,,,,,,
125 42ND ST,,,,,,
125 43RD ST,,,,,,
125 45TH ST,,,,,,
125 51ST ST,,,,,,
125 BANNER WAY,,,,,,
125 MCCANDLESS AVE,,,,,,
126 1/2 45TH ST,,,,,,
126 41ST ST,,,,,,
126 43RD ST,,,,,,
126 45TH ST,,,,,,
126 BANNER WAY,,,,,,
126 LOCARNA WAY,,,,,,
127 1/2 ALMOND WAY,,,,,,
127 1/2 BANNER WAY,,,,,,
127 40TH ST,,,,,,
127 42ND ST,,,,,,
127 43RD ST,,,,,,
127 44TH ST,,,,,,
127 45TH ST,,,,,,
127 46TH ST,,,,,,
127 ALMOND WAY,,,,,,
127 BANNER WAY,,,,,,
127 HONEYCRISP LN,,,,,,
127 MCCANDLESS AVE,,,,,,
128 1/2 43RD ST,,,,,,
128 41ST ST,,,,,,
128 42ND ST,,,,,,
128 43RD ST,,,,,,
128 45TH ST,,,,,,
128 BANNER WAY,,,,,,
128 LOCARNA WAY,,,,,,
129 39TH ST,,,,,,
129 41ST ST,,,,,,
129 42ND ST,,,,,,
129 44TH ST,,,,,,
129 45TH ST,,,,,,
129 46TH ST,,,,,,
129 BANNER WAY,,,,,,
129 HOME ST,,,,,,
"129 Lincoln Avenue, Pittsburgh",ACE Cash Express,44th St,4.9,40.47867420000001,-79.9699392,broad_filled
