Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,Street_broad,Name_broad,Address_broad,Rating_broad,Latitude_broad,Longitude_broad
liberty ave,Stacy Jr J Matthew DDS,"4607 Liberty Avenue, Pittsburgh",5.0,ChIJZ08krUfyNIgR-EvNy-45Es0,40.462667,-79.950473,Liberty Ave,Stacy Jr J Matthew DDS,"4607 Liberty Avenue, Pittsburgh",5.0,40.462667,-79.950473
liberty ave,Hogan Studios,"4523 Liberty Avenue, Pittsburgh",,ChIJTW-tTUbyNIgRRlt27qeDoWw,40.46292049999999,-79.950915,Liberty Ave,Hogan Studios,"4523 Liberty Avenue, Pittsburgh",,40.46292049999999,-79.950915
liberty ave,Linea Verde Green Market,"4619 Liberty Avenue, Pittsburgh",4.9,ChIJh5-cqkfyNIgR0Oikxdv6q_g,40.4624386,-79.9501913,Liberty Ave,Linea Verde Green Market,"4619 Liberty Avenue, Pittsburgh",4.9,40.4624386,-79.9501913
liberty ave,Nova Dental Associates: Waskowitz Joshua DDS,"4600 Liberty Avenue #1923, Pittsburgh",2.7,ChIJdaWdsUfyNIgR-gZZGCzEVWQ,40.4624191,-79.95089879999999,Liberty Ave,Nova Dental Associates: Waskowitz Joshua DDS,"4600 Liberty Avenue #1923, Pittsburgh",2.7,40.4624191,-79.95089879999999
liberty ave,China House,"4506 Liberty Avenue, Pittsburgh",4.2,ChIJmTdGy0fyNIgRnBcu5zadtoQ,40.46283709999999,-79.95167719999999,Liberty Ave,China House,"4506 Liberty Avenue, Pittsburgh",4.2,40.46283709999999,-79.95167719999999
liberty ave,ATM,"4617 Liberty Avenue, Pittsburgh",,ChIJ9RuVqkfyNIgR7To62HqnQAg,40.4625621,-79.9501715,Liberty Ave,ATM,"4617 Liberty Avenue, Pittsburgh",,40.4625621,-79.9501715
liberty ave,Massage Therapy,"4604 Liberty Avenue, Pittsburgh",3.9,ChIJnbn2rUfyNIgRgBq-ArRnEws,40.4624135,-79.9507313,Liberty Ave,Massage Therapy,"4604 Liberty Avenue, Pittsburgh",3.9,40.4624135,-79.9507313
liberty ave,Pizza Italia,"4512 Liberty Avenue, Pittsburgh",4.4,ChIJcahYNUbyNIgRkh-YFLBrnyk,40.46273180000001,-79.9515103,Liberty Ave,Pizza Italia,"4512 Liberty Avenue, Pittsburgh",4.4,40.46273180000001,-79.9515103
liberty ave,Nova Dental Associates Dr. Wolff,"4600 Liberty Avenue, Pittsburgh",3.0,ChIJdaWdsUfyNIgRNGli8DnWpAI,40.4624629,-79.9508432,Liberty Ave,Nova Dental Associates Dr. Wolff,"4600 Liberty Avenue, Pittsburgh",3.0,40.4624629,-79.9508432
liberty ave,Sausalido,"4621 Liberty Avenue, Pittsburgh",4.7,ChIJifg4qkfyNIgR78eJjin8_cI,40.462443,-79.950098,Liberty Ave,Sausalido,"4621 Liberty Avenue, Pittsburgh",4.7,40.462443,-79.950098
liberty ave,Yolanda,"4606 Liberty Avenue, Pittsburgh",4.8,ChIJcVEorkfyNIgRozlRmi0AJfc,40.4623854,-79.9506748,Liberty Ave,Yolanda,"4606 Liberty Avenue, Pittsburgh",4.8,40.4623854,-79.9506748
liberty ave,Rust Belt Relix,"307 Taylor Street, Pittsburgh",5.0,ChIJy2iWtlLzNIgROSswPtkBGgc,40.4621525,-79.9509984,Liberty Ave,Rust Belt Relix,"307 Taylor Street, Pittsburgh",5.0,40.4621525,-79.9509984
liberty ave,Game of Fades,"4524 Liberty Avenue, Pittsburgh",4.6,ChIJvwQZ-p_zNIgRbTkPgVbAyxs,40.4625216,-79.951219,Liberty Ave,Game of Fades,"4524 Liberty Avenue, Pittsburgh",4.6,40.4625216,-79.951219
liberty ave,Keystone Vapors Bloomfield,"4526 Liberty Avenue, Pittsburgh",4.8,ChIJJf-vJW_zNIgRXEFZyjue1Mo,40.46249950000001,-79.9511623,Liberty Ave,Keystone Vapors Bloomfield,"4526 Liberty Avenue, Pittsburgh",4.8,40.46249950000001,-79.9511623
liberty ave,BoxHeart Gallery,"4523 Liberty Avenue, Pittsburgh",4.9,ChIJme6MTEbyNIgRSo2jNQT4wh8,40.4629194,-79.95091479999999,Liberty Ave,BoxHeart Gallery,"4523 Liberty Avenue, Pittsburgh",4.9,40.4629194,-79.95091479999999
liberty ave,Elegant Kitchen And Bath,"4518 Liberty Avenue, Pittsburgh",,ChIJt08QEbrzNIgRVy4xDqTMoYI,40.46260439999999,-79.95134809999999,Liberty Ave,Elegant Kitchen And Bath,"4518 Liberty Avenue, Pittsburgh",,40.46260439999999,-79.95134809999999
liberty ave,Ficarri Builders,"4518 Liberty Avenue, Pittsburgh",,ChIJTYsvbaLzNIgR2GN7eMNGwu4,40.46260439999999,-79.95134809999999,Liberty Ave,Ficarri Builders,"4518 Liberty Avenue, Pittsburgh",,40.46260439999999,-79.95134809999999
liberty ave,Serpent Moon Tattoo Co.,"4516 Liberty Avenue, Pittsburgh",4.9,ChIJTappsurzNIgRIPhBHxPSSQY,40.4626673,-79.9513918,Liberty Ave,Serpent Moon Tattoo Co.,"4516 Liberty Avenue, Pittsburgh",4.9,40.4626673,-79.9513918
liberty ave,Mosaic Dance and Movement Studio,"4514 Liberty Avenue, Pittsburgh",5.0,ChIJ21-T70nzNIgR6MYuX6BUIJw,40.4627058,-79.9514454,Liberty Ave,Mosaic Dance and Movement Studio,"4514 Liberty Avenue, Pittsburgh",5.0,40.4627058,-79.9514454
liberty ave,Sacred Heart of Jesus Store,"4515 Liberty Avenue, Pittsburgh",4.8,ChIJH_i1S0byNIgRd2Ev7lGOBGw,40.4629885,-79.951227,Liberty Ave,Sacred Heart of Jesus Store,"4515 Liberty Avenue, Pittsburgh",4.8,40.4629885,-79.951227
liberty ave,Liberty Tax,"4519 Liberty Avenue, Pittsburgh",3.8,ChIJXc6adlLyNIgRAMAezGNXF4w,40.46299450000001,-79.9510683,Liberty Ave,Liberty Tax,"4519 Liberty Avenue, Pittsburgh",3.8,40.46299450000001,-79.9510683
liberty ave,H Lazar & Son Inc,"4416 Liberty Avenue #20, Pittsburgh",3.0,ChIJ24ynLkbyNIgRwfB9ij39EHw,40.4631643,-79.9524392,Liberty Ave,H Lazar & Son Inc,"4416 Liberty Avenue #20, Pittsburgh",3.0,40.4631643,-79.9524392
liberty ave,Thai Cuisine,"4627 Liberty Avenue, Pittsburgh",4.6,ChIJSegbAUfyNIgRxWUkXGV0_sM,40.46234,-79.9498926,Liberty Ave,Thai Cuisine,"4627 Liberty Avenue, Pittsburgh",4.6,40.46234,-79.9498926
liberty ave,Wai Wai - Bloomfield,"4717 Liberty Avenue, Pittsburgh",3.9,ChIJ7-YJEEfyNIgRO0lw1eHhKwM,40.462008,-79.949185,Liberty Ave,Wai Wai - Bloomfield,"4717 Liberty Avenue, Pittsburgh",3.9,40.462008,-79.949185
liberty ave,Gryphon's Tea,"4709 Liberty Avenue, Pittsburgh",5.0,ChIJqXdRmU3yNIgRTtYlLipakCI,40.46205129999999,-79.9495056,Liberty Ave,Gryphon's Tea,"4709 Liberty Avenue, Pittsburgh",5.0,40.46205129999999,-79.9495056
liberty ave,International Fashion House Braiding & Boutique,"4709 Liberty Avenue, Pittsburgh",,ChIJSRT_BEfyNIgRBT7cTfxAwX0,40.4620819,-79.94947359999999,Liberty Ave,International Fashion House Braiding & Boutique,"4709 Liberty Avenue, Pittsburgh",,40.4620819,-79.94947359999999
liberty ave,WesBanco Bank,"4719 Liberty Avenue, Pittsburgh",4.2,ChIJl2lqGkfyNIgRbmMYnI5TsFM,40.4619671,-79.9491024,Liberty Ave,WesBanco Bank,"4719 Liberty Avenue, Pittsburgh",4.2,40.4619671,-79.9491024
liberty ave,Ing Mar Medical,"4719 Liberty Avenue, Pittsburgh",,ChIJM_RvEEfyNIgRyO8PY4eaBlo,40.4620115,-79.9491008,Liberty Ave,Ing Mar Medical,"4719 Liberty Avenue, Pittsburgh",,40.4620115,-79.9491008
liberty ave,Mariani Appraisal Services,"4729 Liberty Avenue, Pittsburgh",,ChIJU1c6EUfyNIgRadEXyqUkLzs,40.461721,-79.9486953,Liberty Ave,Mariani Appraisal Services,"4729 Liberty Avenue, Pittsburgh",,40.461721,-79.9486953
liberty ave,C-leveled,"4117 Liberty Avenue, Pittsburgh",4.9,ChIJo4LdkUjyNIgRCNODMrjYi0g,40.463557,-79.95384200000001,Liberty Ave,C-leveled,"4117 Liberty Avenue, Pittsburgh",4.9,40.463557,-79.95384200000001
liberty ave,Maven Machines,"4117 Liberty Avenue, Pittsburgh",2.8,ChIJf7vHkUjyNIgRSvoE2ekQUqY,40.4636788,-79.95377049999999,Liberty Ave,Maven Machines,"4117 Liberty Avenue, Pittsburgh",2.8,40.4636788,-79.95377049999999
liberty ave,Liberty Beer,"4133 Liberty Avenue, Pittsburgh",4.7,ChIJlUF7nEjyNIgRgnsm08WgPr0,40.4638429,-79.9533426,Liberty Ave,Liberty Beer,"4133 Liberty Avenue, Pittsburgh",4.7,40.4638429,-79.9533426
liberty ave,"Dr. Eugene S. Ortiz, MD","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRpksVM0UzQsE,40.4636882,-79.9538067,Liberty Ave,"Dr. Eugene S. Ortiz, MD","4117 Liberty Avenue, Pittsburgh",,40.4636882,-79.9538067
liberty ave,Rite Aid,"4411 Howley Street, Pittsburgh",3.9,ChIJ2X-6IEbyNIgRScR3KfAELy4,40.464548,-79.95261099999999,Liberty Ave,Rite Aid,"4411 Howley Street, Pittsburgh",3.9,40.464548,-79.95261099999999
liberty ave,Rite Aid Pharmacy,"4411 Howley Street, Pittsburgh",5.0,ChIJFSwiHUbyNIgRKcNIyZd8tVc,40.464623,-79.95270049999999,Liberty Ave,Rite Aid Pharmacy,"4411 Howley Street, Pittsburgh",5.0,40.464623,-79.95270049999999
liberty ave,Western Union,"4411 Howley Street, Pittsburgh",,ChIJO2ZzHUbyNIgRFYZXDDa6gCg,40.464643,-79.952764,Liberty Ave,Western Union,"4411 Howley Street, Pittsburgh",,40.464643,-79.952764
liberty ave,Shursave IGA,"4401 Liberty Avenue, Pittsburgh",3.9,ChIJC3UCKUbyNIgRkUpADXjGZwA,40.4641129,-79.9525051,Liberty Ave,Shursave IGA,"4401 Liberty Avenue, Pittsburgh",3.9,40.4641129,-79.9525051
liberty ave,Tobacco Outlet,"4501 Liberty Avenue, Pittsburgh",4.5,ChIJCVIdN0byNIgR4pexPEWxvFY,40.463198,-79.9516007,Liberty Ave,Tobacco Outlet,"4501 Liberty Avenue, Pittsburgh",4.5,40.463198,-79.9516007
liberty ave,Nico's Recovery Room,"178 Pearl Street, Pittsburgh",4.3,ChIJOVBi60byNIgR1hXCUnFAEzo,40.4636488,-79.9489514,Liberty Ave,Nico's Recovery Room,"178 Pearl Street, Pittsburgh",4.3,40.4636488,-79.9489514
liberty ave,"Dr. Sigurdur R. Petursson, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRSpyXxKioRl8,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Sigurdur R. Petursson, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Associates In Dermatology,"4727 Friendship Avenue, Pittsburgh",,ChIJjbh90EbyNIgRBcZYt1jWNUk,40.46316929999999,-79.9479092,Liberty Ave,Associates In Dermatology,"4727 Friendship Avenue, Pittsburgh",,40.46316929999999,-79.9479092
liberty ave,Dr. Brendan Marr,"4727 Friendship Avenue, Pittsburgh",5.0,ChIJXaT9xEbyNIgRdIQ-SQrMt_c,40.4632569,-79.9481624,Liberty Ave,Dr. Brendan Marr,"4727 Friendship Avenue, Pittsburgh",5.0,40.4632569,-79.9481624
liberty ave,"Dr. Mohammad A. Rana, MD","4727 Friendship Avenue, Pittsburgh",,ChIJBz2E0EbyNIgRY9MU7rdBVaw,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Mohammad A. Rana, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Vogel Tracey M MD,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJva3GwkbyNIgROvhqOBJoRNc,40.4632342,-79.94816809999999,Liberty Ave,Vogel Tracey M MD,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Mobolaji A. Ige, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRhygT7OkTCC8,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Mobolaji A. Ige, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Martin Fred MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJM0vj-UXyNIgRzu-3XrBCD0E,40.4632342,-79.94816809999999,Liberty Ave,Martin Fred MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Sherie L. Scarnati, CRNP","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRSHvOzwGUU14,40.4632342,-79.94816809999999,Liberty Ave,"Sherie L. Scarnati, CRNP","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Meera Sareen, MD","4727 Friendship Avenue, Pittsburgh",5.0,ChIJM0vj-UXyNIgRD0xsQJczbQg,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Meera Sareen, MD","4727 Friendship Avenue, Pittsburgh",5.0,40.4632342,-79.94816809999999
liberty ave,"Dr. James H. Skorczewski Jr, DO","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRxCuMUHKhVKE,40.4632342,-79.94816809999999,Liberty Ave,"Dr. James H. Skorczewski Jr, DO","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Jedediah Mcclintic, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRMb1IyA_4gIQ,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Jedediah Mcclintic, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Dmitri V. Vassiliev, MD","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRtHvQcjNLl0c,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Dmitri V. Vassiliev, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Jason P. Thomas, MD","4727 Friendship Avenue, Pittsburgh",,ChIJFUbf2kbyNIgR1ll5loi9pCc,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Jason P. Thomas, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Zieger Deborah B,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgR1uTYM4YK1zk,40.4632342,-79.94816809999999,Liberty Ave,Zieger Deborah B,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Armanious Christina D MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJ7yG670XyNIgRbFxgQsXTrvQ,40.4632342,-79.94816809999999,Liberty Ave,Armanious Christina D MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Bettinger Robert MD,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJva3GwkbyNIgRmDJ9rAukD-I,40.4632342,-79.94816809999999,Liberty Ave,Bettinger Robert MD,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Michael J. Burkitt, MD","4727 Friendship Avenue, Pittsburgh",,ChIJBz2E0EbyNIgR1JGpqiZthoA,40.46316929999999,-79.9479092,Liberty Ave,"Dr. Michael J. Burkitt, MD","4727 Friendship Avenue, Pittsburgh",,40.46316929999999,-79.9479092
liberty ave,"Dr. Yahaira L. Lopez Arredondo, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRvvyvDMJJXso,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Yahaira L. Lopez Arredondo, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Chandler Erynn M,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRRyZbQ7yyny0,40.4632342,-79.94816809999999,Liberty Ave,Chandler Erynn M,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Lawrence Collins, DO","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRVBf3r04jYMg,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Lawrence Collins, DO","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Amy I. Kim, MD","4727 Friendship Avenue, Pittsburgh",,ChIJBz2E0EbyNIgRmav-vFgPyMY,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Amy I. Kim, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Morrison Suzanne R,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRs1oXinBlEbY,40.4632342,-79.94816809999999,Liberty Ave,Morrison Suzanne R,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Walsh Thomas L MD,"4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgR7OLl04R15Uw,40.46316929999999,-79.9479092,Liberty Ave,Walsh Thomas L MD,"4727 Friendship Avenue, Pittsburgh",,40.46316929999999,-79.9479092
liberty ave,Sealy Mary Lynn MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJM0vj-UXyNIgRXg9tsfnusFg,40.4632342,-79.94816809999999,Liberty Ave,Sealy Mary Lynn MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Mohit Jhamb, MD","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRUYYCAstcPFM,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Mohit Jhamb, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Rossi Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJjxMrxEDyNIgRG3qTRm8jagg,40.4632342,-79.94816809999999,Liberty Ave,Rossi Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Slater Ashleigh E,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRbTSlxiv7zhc,40.4632342,-79.94816809999999,Liberty Ave,Slater Ashleigh E,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Alfonso J. Zangardi, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRSiIY7bF3DbU,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Alfonso J. Zangardi, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Mary T. Hurley, CRNP","4727 Friendship Avenue, Pittsburgh",,ChIJ7yG670XyNIgRno37WdQl_9Y,40.4632342,-79.94816809999999,Liberty Ave,"Mary T. Hurley, CRNP","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Aiello Natalie,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRO5-1hrGuJy8,40.4632342,-79.94816809999999,Liberty Ave,Aiello Natalie,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Casper Christina M,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRqxLdajRPiW8,40.4632342,-79.94816809999999,Liberty Ave,Casper Christina M,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Sabol Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJN1Fql6_tNIgRqdckHmENCcE,40.4632342,-79.94816809999999,Liberty Ave,Sabol Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Mitchell Joan,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgR1NJJT_zfXYM,40.4632342,-79.94816809999999,Liberty Ave,Mitchell Joan,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Subramaniam Palanisamy, MD","4520 Penn Avenue, Pittsburgh",5.0,ChIJ0x5S6EXyNIgRwDvCnPVu4R8,40.4659913,-79.9515885,Liberty Ave,"Dr. Subramaniam Palanisamy, MD","4520 Penn Avenue, Pittsburgh",5.0,40.4659913,-79.9515885
liberty ave,Advanced Kidney Care Medical,"4564 Penn Avenue, Pittsburgh",,ChIJKa5FLUTyNIgRuyCIdah3Oi8,40.4657357,-79.9499903,Liberty Ave,Advanced Kidney Care Medical,"4564 Penn Avenue, Pittsburgh",,40.4657357,-79.9499903
liberty ave,Lavish Hair Studio,"4602 Penn Avenue, Pittsburgh",4.8,ChIJP0NbMETyNIgRYtZr7d3_ncY,40.46569,-79.94942999999999,Liberty Ave,Lavish Hair Studio,"4602 Penn Avenue, Pittsburgh",4.8,40.46569,-79.94942999999999
liberty ave,"Dr. Manohar Shetty, MD","4608 Penn Avenue, Pittsburgh",5.0,ChIJIbsoO0TyNIgRt9S8BqA84tg,40.4657239,-79.9492016,Liberty Ave,"Dr. Manohar Shetty, MD","4608 Penn Avenue, Pittsburgh",5.0,40.4657239,-79.9492016
liberty ave,P K Mullick & Associates,"4608 Penn Avenue, Pittsburgh",4.6,ChIJfZgvO0TyNIgRpN2nx8aqu5I,40.4657239,-79.9492016,Liberty Ave,P K Mullick & Associates,"4608 Penn Avenue, Pittsburgh",4.6,40.4657239,-79.9492016
liberty ave,"United Manufacturing & Processing, Inc","4608 Penn Avenue, Pittsburgh",,ChIJzYQQJUTyNIgRjV6r2Jy1oys,40.4657177,-79.94920220000002,Liberty Ave,"United Manufacturing & Processing, Inc","4608 Penn Avenue, Pittsburgh",,40.4657177,-79.94920220000002
liberty ave,Schubert Plumbing and Heating,"4618 Penn Avenue, Pittsburgh",,ChIJu2QDI0TyNIgRHRUOdJ3qc4Y,40.465608,-79.9487877,Liberty Ave,Schubert Plumbing and Heating,"4618 Penn Avenue, Pittsburgh",,40.465608,-79.9487877
liberty ave,"Dr. Prabir K. Mullick, MD","4608 Penn Avenue, Pittsburgh",4.0,ChIJIbsoO0TyNIgR1j2C75djFCQ,40.4657239,-79.9492016,Liberty Ave,"Dr. Prabir K. Mullick, MD","4608 Penn Avenue, Pittsburgh",4.0,40.4657239,-79.9492016
liberty ave,"Dr. Helen I. Analo, MD","4727 Friendship Avenue, Pittsburgh",1.0,ChIJva3GwkbyNIgRM1xfWUhptPc,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Helen I. Analo, MD","4727 Friendship Avenue, Pittsburgh",1.0,40.4632342,-79.94816809999999
liberty ave,Woznick Shannon,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgRJu-3stSQsuE,40.4632342,-79.94816809999999,Liberty Ave,Woznick Shannon,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,Srodes Charles H MD,"4727 Friendship Avenue Suite 340, Pittsburgh",,ChIJva3GwkbyNIgRItPGPu-e7qo,40.4632342,-79.94816809999999,Liberty Ave,Srodes Charles H MD,"4727 Friendship Avenue Suite 340, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Anthony X. Baroni, DO","4727 Friendship Avenue, Pittsburgh",1.0,ChIJ7yG670XyNIgRsLptZJqtqI8,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Anthony X. Baroni, DO","4727 Friendship Avenue, Pittsburgh",1.0,40.4632342,-79.94816809999999
liberty ave,Pegram Cora S,"4727 Friendship Avenue # 240, Pittsburgh",,ChIJ7yG670XyNIgReWfl_EeDHRY,40.4632342,-79.94816809999999,Liberty Ave,Pegram Cora S,"4727 Friendship Avenue # 240, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"Dr. Chandra R. Polam, MD","4727 Friendship Avenue, Pittsburgh",,ChIJFUbf2kbyNIgRIu7MSvoWaQU,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Chandra R. Polam, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
liberty ave,"George J. Francis, MD","4727 Friendship Avenue #300, Pittsburgh",4.9,ChIJea3kNU_yNIgRwB5oHxRnLT0,40.4632342,-79.94816809999999,Liberty Ave,"George J. Francis, MD","4727 Friendship Avenue #300, Pittsburgh",4.9,40.4632342,-79.94816809999999
liberty ave,"Dr. Philip F. Caushaj, MD","4727 Friendship Avenue, Pittsburgh",,ChIJsVQDskDyNIgRU4DQeiEXj_A,40.4632342,-79.94816809999999,Liberty Ave,"Dr. Philip F. Caushaj, MD","4727 Friendship Avenue, Pittsburgh",,40.4632342,-79.94816809999999
penn ave,Espresso A Mano,"3623 Butler Street, Pittsburgh",4.7,ChIJ_85cpLTzNIgRQYRrGbqmWlI,40.4660544,-79.9651361,Penn Ave,Espresso A Mano,"3623 Butler Street, Pittsburgh",4.7,40.4660544,-79.9651361
penn ave,"Robleto Kuruce, PLLC","3706 Butler Street, Pittsburgh",5.0,ChIJTTIhslbxNIgRNT5HiQJTdMw,40.4663709,-79.9643997,Penn Ave,"Robleto Kuruce, PLLC","3706 Butler Street, Pittsburgh",5.0,40.4663709,-79.9643997
penn ave,Grey Box Theatre,"3595 Butler Street, Pittsburgh",3.6,ChIJKYQMlbTzNIgRgs2tG9n9roU,40.4653646,-79.9655398,Penn Ave,Grey Box Theatre,"3595 Butler Street, Pittsburgh",3.6,40.4653646,-79.9655398
penn ave,Round Corner Cantina,"3720 Butler Street, Pittsburgh",4.3,ChIJ8zAcVLPzNIgRhsHbKaVgfnM,40.466703,-79.964259,Penn Ave,Round Corner Cantina,"3720 Butler Street, Pittsburgh",4.3,40.466703,-79.964259
penn ave,Sherri Williams MSEd LPC NCC ~ TheLovingChoice,"3495 Butler Street #101, Pittsburgh",,ChIJjZAsLTzyNIgRE1KnuK0niQM,40.463984,-79.96646009999999,Penn Ave,Sherri Williams MSEd LPC NCC ~ TheLovingChoice,"3495 Butler Street #101, Pittsburgh",,40.463984,-79.96646009999999
penn ave,Zion Evangelical Lutheran Church,"237 37th Street, Pittsburgh",4.4,ChIJMVsySUvyNIgR0oB6cwZTZCM,40.4653802,-79.9635703,Penn Ave,Zion Evangelical Lutheran Church,"237 37th Street, Pittsburgh",4.4,40.4653802,-79.9635703
penn ave,Informatics Studio Inc,"3509 Butler Street, Pittsburgh",,ChIJlbLX_LTzNIgRROa4ekWQnrU,40.464351,-79.9663659,Penn Ave,Informatics Studio Inc,"3509 Butler Street, Pittsburgh",,40.464351,-79.9663659
penn ave,Removery Tattoo Removal & Fading,"3603 Butler Street, Pittsburgh",5.0,ChIJi3AkvLTzNIgR_3Z9c9wvVyY,40.4655902,-79.9653227,Penn Ave,Removery Tattoo Removal & Fading,"3603 Butler Street, Pittsburgh",5.0,40.4655902,-79.9653227
penn ave,Province of St. Augustine,"220 37th Street, Pittsburgh",,ChIJM3MQtLTzNIgRn2k3eOdXSGU,40.4657442,-79.96463709999999,Penn Ave,Province of St. Augustine,"220 37th Street, Pittsburgh",,40.4657442,-79.96463709999999
penn ave,Maniküre,"3516 Butler Street, Pittsburgh",4.7,ChIJffdF_LTzNIgREv9NA2KdlWM,40.464374,-79.965853,Penn Ave,Maniküre,"3516 Butler Street, Pittsburgh",4.7,40.464374,-79.965853
