Address,Business Name,Street,Rating,Latitude,Longitude,Flag
106 53rd st,,,,,,
107 43rd half st,,,,,,
107 44th st,,,,,,
107 47th st,,,,,,
107 honeycrisp ln,,,,,,
108 43rd half st,,,,,,
108 43rd st,,,,,,
108 44th st,,,,,,
109 42nd st,,,,,,
109 43rd half st,,,,,,
109 44th st,,,,,,
109 48th st,,,,,,
110 44th st,,,,,,
110 57th st,,,,,,
111 35th st,A. R. Chambers Supply,34th St,4.9,40.46508199999999,-79.96827019999999,broad_filled
111 42nd st,,,,,,
111 43rd half st,,,,,,
111 44th st,,,,,,
111 45th st,,,,,,
111 47th st,,,,,,
111 honeycrisp ln,,,,,,
112 35th st,FleetPride Service Center,34th St,4.7,40.4645868,-79.9685259,broad_filled
112 35th st,FleetPride,34th St,1.0,40.46455539999999,-79.9685212,broad_filled
112 44th st,,,,,,
112 57th st,,,,,,
113 42nd st,,,,,,
113 43rd half st,,,,,,
113 43rd st,,,,,,
113 44th st,,,,,,
113 45th st,,,,,,
113 47th st,,,,,,
113 51st st,,,,,,
113 mccandless ave,,,,,,
114 41st st,,,,,,
114 43rd half st,,,,,,
114 43rd st,,,,,,
114 44th st,,,,,,
115 1/2 42nd st,,,,,,
115 1/2 44th st,,,,,,
115 34th st,,,,,,
115 41st st,Bay 41,butler st,3.5,40.47160409999999,-79.9642964,consolidated
115 41st st,Fort Willow Developers,butler st,3.0,40.4714289,-79.96377269999999,consolidated
115 41st st,Lawrenceville Farmers Market,butler st,4.8,40.4714793,-79.9638593,consolidated
115 42nd st,,,,,,
115 44th st,,,,,,
115 45th st,,,,,,
115 53rd st,,,,,,
115 banner way,,,,,,
115 honeycrisp ln,,,,,,
115 locarna way,,,,,,
115 mccandless ave,,,,,,
116 34th st,Strip Self Storage,34th St,4.3,40.4632423,-79.9694943,broad_filled
116 41st st,,,,,,
116 43rd st,,,,,,
116 44th st,,,,,,
117 42nd st,,,,,,
117 43rd st,,,,,,
117 44th st,,,,,,
117 47th st,,,,,,
117 53rd st,,,,,,
117 banner way,,,,,,
117 mccandless ave,,,,,,
118 41st st,,,,,,
118 42nd st,,,,,,
118 43rd half st,,,,,,
118 43rd st,,,,,,
118 44th st,,,,,,
118 45th st,,,,,,
118 52nd st,,,,,,
119 40th st,,,,,,
119 41st st,Rainbow Row,butler st,4.3,40.471287,-79.9638069,consolidated
119 42nd st,,,,,,
119 43rd st,,,,,,
119 44th st,,,,,,
119 47th st,,,,,,
119 51st st,,,,,,
119 53rd st,,,,,,
119 banner way,,,,,,
119 honeycrisp ln,,,,,,
119 mccandless ave,,,,,,
12 mccandless ave,,,,,,
120 41st st,,,,,,
120 43rd st,,,,,,
120 44th st,,,,,,
120 45th st,,,,,,
120 banner way,Frannies,butler st,,40.471594,-79.96325809999999,consolidated
120 locarna way,,,,,,
121 40th st,,,,,,
121 41st st,,,,,,
121 42nd st,,,,,,
121 43rd st,,,,,,
121 44th st,,,,,,
121 45th st,,,,,,
121 47th st,,,,,,
121 53rd st,,,,,,
121 banner way,,,,,,
121 locarna way,,,,,,
121 mccandless ave,,,,,,
122 41st st,,,,,,
122 42nd st,,,,,,
122 43rd st,,,,,,
122 45th st,,,,,,
122 locarna way,,,,,,
123 1/2 42nd st,,,,,,
123 36th st,Cranberry Plaza II LLC,penn ave,,40.4671374,-79.9669826,consolidated
123 36th st,"Wilson-McGinley, Inc.",34th st,4.1,40.4663916,-79.967383,consolidated
123 40th st,,,,,,
123 41st st,,,,,,
123 42nd st,,,,,,
123 43rd st,,,,,,
123 45th st,,,,,,
123 53rd st,,,,,,
123 banner way,,,,,,
123 mccandless ave,,,,,,
124 41st st,,,,,,
124 42nd st,,,,,,
124 42nd st unit 1,,,,,,
124 43rd st,,,,,,
124 45th st,,,,,,
124 46th st,,,,,,
124 locarna way,,,,,,
125 40th st,,,,,,
125 42nd st,,,,,,
125 43rd st,,,,,,
125 45th st,,,,,,
125 51st st,,,,,,
125 banner way,,,,,,
125 mccandless ave,,,,,,
126 1/2 45th st,,,,,,
126 41st st,,,,,,
126 43rd st,,,,,,
126 45th st,,,,,,
126 banner way,,,,,,
126 locarna way,,,,,,
127 1/2 almond way,,,,,,
127 1/2 banner way,,,,,,
127 40th st,,,,,,
127 42nd st,,,,,,
127 43rd st,,,,,,
127 44th st,,,,,,
127 45th st,,,,,,
127 46th st,,,,,,
127 almond way,,,,,,
127 banner way,,,,,,
127 honeycrisp ln,,,,,,
127 mccandless ave,,,,,,
128 1/2 43rd st,,,,,,
128 41st st,,,,,,
128 42nd st,,,,,,
128 43rd st,,,,,,
128 45th st,,,,,,
128 banner way,,,,,,
128 locarna way,,,,,,
129 39th st,,,,,,
129 41st st,,,,,,
129 42nd st,,,,,,
129 44th st,,,,,,
129 45th st,,,,,,
129 46th st,,,,,,
129 banner way,,,,,,
129 home st,,,,,,
129 locarna way,,,,,,
129 mccandless ave,,,,,,
130 1/2 banner way,,,,,,
130 41st st,,,,,,
130 43rd st,,,,,,
130 44th st,,,,,,
130 45th st,,,,,,
130 46th st,,,,,,
130 56th st,,,,,,
130 banner way,,,,,,
130 home st,,,,,,
131 41st st,,,,,,
131 42nd st,,,,,,
131 43rd st,,,,,,
131 44th st,,,,,,
131 45th st,,,,,,
131 46th st,,,,,,
131 51st st,,,,,,
131 55th st,,,,,,
131 banner way,,,,,,
131 holly way,,,,,,
131 home st,,,,,,
131 honeycrisp ln,,,,,,
132 41st st,,,,,,
132 42nd st,,,,,,
132 43rd st,,,,,,
132 44th st,,,,,,
132 45th st,,,,,,
132 46th st,,,,,,
132 banner way,,,,,,
133 42nd st,,,,,,
133 43rd st,,,,,,
133 44th st,,,,,,
133 45th st,,,,,,
133 46th st,,,,,,
133 home st,,,,,,
134 1/2 44th st,,,,,,
134 41st st,,,,,,
134 42nd st,,,,,,
134 43rd half st,,,,,,
134 43rd st,,,,,,
134 44th st,,,,,,
134 45th st,,,,,,
134 55th st,,,,,,
134 56th st,,,,,,
134 banner way,,,,,,
134 home st,,,,,,
134 locarna way,,,,,,
135 40th st,,,,,,
135 41st st,,,,,,
135 42nd st,,,,,,
135 43rd st,,,,,,
135 44th st,,,,,,
135 46th st,,,,,,
135 51st st,,,,,,
135 55th st,,,,,,
135 almond way,Whitey's Mobile Wash,penn ave,4.8,40.4708755,-79.96409489999999,consolidated
135 banner way,,,,,,
135 home st,,,,,,
135 honeycrisp ln,,,,,,
136 1/2 44th st,,,,,,
136 41st st,,,,,,
136 42nd st,,,,,,
136 43rd half st,,,,,,
136 43rd st,,,,,,
136 44th st,,,,,,
136 55th st,,,,,,
137 1/2 46th st,,,,,,
137 41st st,Iron City Rinzai Pittsburgh Zen Practice Group,butler st,,40.4710408,-79.96323629999999,consolidated
137 41st st,Stillpoint - Soto Zen,penn ave,4.0,40.47102719999999,-79.9632428,consolidated
137 42nd st,,,,,,
137 43rd st,,,,,,
137 44th st,,,,,,
137 46th st,,,,,,
137 51st st,,,,,,
137 banner way,,,,,,
137 home st,,,,,,
137 mccandless ave,,,,,,
138 1/2 41st st,,,,,,
138 1/4 41st st,,,,,,
138 41st st,,,,,,
138 42nd st,,,,,,
138 43rd st,,,,,,
138 44th st,,,,,,
138 45th st,,,,,,
138 46th st,,,,,,
138 47th st,,,,,,
138 56th st,,,,,,
138 cotton way,,,,,,
138 home st,,,,,,
139 41st st,,,,,,
139 42nd st,,,,,,
139 44th st,,,,,,
139 45th st,,,,,,
139 46th st,,,,,,
139 55th st,,,,,,
139 cotton way,,,,,,
139 home st,,,,,,
139 honeycrisp ln,,,,,,
139 mccandless ave,,,,,,
140 41st st,,,,,,
140 42nd st,,,,,,
140 43rd st,,,,,,
140 44th st,,,,,,
140 46th st,Precise Grinding,butler st,,40.47408610000001,-79.9609721,bounding_only
140 47th st,,,,,,
140 banner way,,,,,,
140 home st,,,,,,
141 41st st,Catalyst Lofts,butler st,4.5,40.4708499,-79.9626619,consolidated
141 41st st unit 101,,,,,,
141 41st st unit 102,,,,,,
141 41st st unit 103,,,,,,
141 41st st unit 104,,,,,,
141 41st st unit 105,,,,,,
141 41st st unit 106,,,,,,
141 41st st unit 201,,,,,,
141 41st st unit 202,,,,,,
141 41st st unit 203,,,,,,
141 41st st unit 204,,,,,,
141 41st st unit 205,,,,,,
141 41st st unit 206,,,,,,
141 41st st unit 301,,,,,,
141 41st st unit 302,,,,,,
141 41st st unit 303,,,,,,
141 41st st unit 304,,,,,,
141 41st st unit 305,,,,,,
141 41st st unit 306,,,,,,
141 41st st unit 307,,,,,,
141 41st st unit 308,,,,,,
141 41st st unit c1,,,,,,
141 41st st unit c2,,,,,,
141 41st st unit c3,,,,,,
141 41st st unit c4,,,,,,
141 42nd st,,,,,,
141 43rd st,,,,,,
141 45th st,,,,,,
141 cotton way,,,,,,
141 home st,,,,,,
141 mccandless ave,,,,,,
142 42nd st,,,,,,
142 43rd st,,,,,,
142 44th st,,,,,,
142 45th st,,,,,,
142 46th st,,,,,,
142 47th st,,,,,,
142 55th st,,,,,,
142 56th st,,,,,,
142 almond way,,,,,,
142 banner way,,,,,,
142 home st,,,,,,
143 42nd st,,,,,,
143 43rd st,,,,,,
143 45th st,,,,,,
143 46th st,,,,,,
143 51st st,,,,,,
143 55th st,,,,,,
143 cotton way,,,,,,
143 home st,,,,,,
144 43rd half st,,,,,,
144 43rd st,,,,,,
144 44th st,,,,,,
144 45th st,,,,,,
144 46th st,Jersey Chrome Plating Co,butler st,4.3,40.4739961,-79.9608299,bounding_only
144 47th st,,,,,,
144 55th st,,,,,,
144 almond way,,,,,,
144 cotton way,,,,,,
144 home st,,,,,,
145 40th st,,,,,,
145 42nd st,,,,,,
145 43rd st,,,,,,
145 44th st,Mauney Doty L,butler st,3.7,40.47284570000001,-79.9612628,bounding_only
145 44th st,Cornell William F,butler st,5.0,40.47284570000001,-79.9612628,consolidated
145 44th st,O'Hara Terry,butler st,5.0,40.47284570000001,-79.9612628,consolidated
145 44th st,"Renee Jennings, MA, MSW, LCSW",butler st,5.0,40.4728078,-79.9613218,bounding_only
145 44th st,"Daniel Goldstein, LCSW",butler st,,40.47280420000001,-79.9613167,bounding_only
145 44th st,Renee Jennings,butler st,,40.47280420000001,-79.9613167,bounding_only
145 45th st,,,,,,
145 46th st,,,,,,
145 home st,,,,,,
146 43rd half st,,,,,,
146 44th st,Cattivo,butler st,4.5,40.4725388,-79.9616418,consolidated
146 44th st,ATM,butler st,,40.4725156,-79.9616872,consolidated
146 45th st,,,,,,
146 47th st,,,,,,
146 56th st,,,,,,
146 almond way,,,,,,
146 cotton way,,,,,,
146 home st,,,,,,
146 locarna way,,,,,,
147 1/2 45th st,,,,,,
147 39th st,Arsenal 201,penn ave,4.3,40.468942,-79.96468159999999,consolidated
147 40th st,,,,,,
147 43rd st,,,,,,
147 44th st,,,,,,
147 45th st,,,,,,
147 46th st,,,,,,
147 home st,,,,,,
147 locarna way,,,,,,
148 41st st,,,,,,
148 43rd half st,,,,,,
148 44th st,,,,,,
148 46th st,,,,,,
148 47th st,,,,,,
148 almond way,,,,,,
148 holly way,,,,,,
148 home st,,,,,,
149 43rd half st,,,,,,
149 43rd st,,,,,,
149 44th st,,,,,,
149 45th st,,,,,,
149 51st st,,,,,,
149 home st,,,,,,
150 43rd half st,,,,,,
150 43rd st,,,,,,
150 43rd st apt 1,,,,,,
150 43rd st apt 2,,,,,,
150 44th st,,,,,,
150 47th st,,,,,,
150 54th st,,,,,,
150 54th st,,,,,,
150 54th st,,,,,,
150 a 44th st,,,,,,
150 a 44th st apt 1,,,,,,
150 a 44th st apt 2,,,,,,
150 almond way,,,,,,
150 home st,,,,,,
151 38th st,,,,,,
151 43rd half st,,,,,,
151 43rd st,,,,,,
151 44th st,,,,,,
151 45th st,,,,,,
151 home st,,,,,,
152 43rd half st,,,,,,
152 43rd st,,,,,,
152 43rd st apt 1,,,,,,
152 43rd st apt 2,,,,,,
152 44th st,,,,,,
152 45th st,,,,,,
152 47th st,,,,,,
152 almond way,,,,,,
152 home st,,,,,,
153 38th st,,,,,,
153 43rd half st,,,,,,
153 43rd st,,,,,,
153 44th st,,,,,,
153 45th st,,,,,,
154 1/2 45th st,,,,,,
154 38th st,,,,,,
154 40th st,,,,,,
154 43rd st,,,,,,
154 43rd st apt 1,,,,,,
154 43rd st apt 2,,,,,,
154 44th st,,,,,,
154 45th st,,,,,,
154 home st,,,,,,
155 38th st,,,,,,
155 41st st,,,,,,
155 42nd st,,,,,,
155 43rd half st,,,,,,
155 43rd st,,,,,,
155 44th st,,,,,,
155 45th st,,,,,,
155 51st st,,,,,,
155 55th st,,,,,,
155 almond way,,,,,,
156 38th st,,,,,,
156 41st st,,,,,,
156 43rd st,,,,,,
156 43rd st apt 1,,,,,,
156 43rd st apt 2,,,,,,
156 44th st,,,,,,
156 45th st fl 1,,,,,,
156 45th st fl 2,,,,,,
156 56th st,,,,,,
156 home st,,,,,,
157 38th st,,,,,,
157 41st st,,,,,,
157 42nd st,,,,,,
157 43rd st,,,,,,
157 44th st,,,,,,
157 45th st,,,,,,
157 49th st,,,,,,
157 almond way,,,,,,
157 banner way,,,,,,
157 locarna way,,,,,,
158 38th st,,,,,,
158 41st st,Pittsburgh Plant Co.,penn ave,4.8,40.470409,-79.9626773,consolidated
158 43rd half st,,,,,,
158 44th st,,,,,,
158 45th st,,,,,,
158 48th st,,,,,,
158 almond way,,,,,,
158 banner way,,,,,,
158 home st,,,,,,
158 locarna way,,,,,,
159 1/2 38th st,,,,,,
159 1/2 42nd st,,,,,,
159 38th st,,,,,,
159 41st st,,,,,,
159 42nd st,,,,,,
159 43rd st,,,,,,
159 44th st,,,,,,
159 45th st,,,,,,
159 49th st,,,,,,
159 55th st,,,,,,
159 banner way,,,,,,
159 locarna way,,,,,,
16 57th st,,,,,,
160 1/2 38th st,,,,,,
160 38th st,,,,,,
160 39th st,,,,,,
160 41st st,,,,,,
160 42nd st,,,,,,
160 43rd st,,,,,,
160 44th st,,,,,,
160 45th st,,,,,,
160 52nd st,,,,,,
160 56th st,,,,,,
160 almond way,,,,,,
160 banner way,,,,,,
160 home st,,,,,,
161 38th st,,,,,,
161 41st st,,,,,,
161 42nd st,,,,,,
161 43rd st,,,,,,
161 44th st,,,,,,
161 45th st,,,,,,
161 51st st,,,,,,
161 almond way,,,,,,
161 cotton way,,,,,,
162 1/2 38th st,,,,,,
162 1/2 39th st,,,,,,
162 1/2 locarna way,,,,,,
162 37th st,,,,,,
162 38th st,,,,,,
162 39th st,,,,,,
162 41st st,,,,,,
162 42nd st,,,,,,
162 42nd st apt 1,,,,,,
162 42nd st apt 2,,,,,,
162 44th st,,,,,,
162 45th st,,,,,,
162 almond way,,,,,,
162 banner way,,,,,,
162 home st,,,,,,
162 locarna way,,,,,,
163 38th st,,,,,,
163 40th st,,,,,,
163 41st st,,,,,,
163 42nd st,,,,,,
163 43rd st,,,,,,
163 44th st,,,,,,
163 45th st,,,,,,
163 55th st,,,,,,
163 almond way,,,,,,
163 cotton way,,,,,,
163 home st,,,,,,
164 1/2 38th st,,,,,,
164 37th st,,,,,,
164 38th st,,,,,,
164 39th st,Bill Ballon Automotive Independent BMW Automobile Specialists,penn ave,4.1,40.4684204,-79.96502129999999,consolidated
164 42nd st,,,,,,
164 43rd st,,,,,,
164 44th st,,,,,,
164 45th st,,,,,,
164 56th st,,,,,,
164 almond way,,,,,,
164 home st,,,,,,
164 lodi way,,,,,,
165 38th st,,,,,,
165 42nd st,,,,,,
165 43rd half st,,,,,,
165 43rd st,,,,,,
165 44th st,,,,,,
165 45th st,,,,,,
165 46th st,,,,,,
165 almond way,,,,,,
165 cotton way,,,,,,
165 home st,,,,,,
166 1/2 38th st,,,,,,
166 37th st,,,,,,
166 38th st,,,,,,
166 39th st,,,,,,
166 41st st,,,,,,
166 42nd st,,,,,,
166 43rd st,,,,,,
166 45th st,,,,,,
166 46th st,,,,,,
166 almond way,Tom Savini Mural,penn ave,,40.4697972,-79.9629253,consolidated
166 banner way,,,,,,
166 home st,,,,,,
166 lodi way,,,,,,
167 1/2 46th st,,,,,,
167 38th st,,,,,,
167 41st st,,,,,,
167 42nd st,,,,,,
167 43rd half st,,,,,,
167 44th st,,,,,,
167 45th st,,,,,,
167 46th st,,,,,,
167 48th st,,,,,,
167 51st st,,,,,,
167 almond way,,,,,,
167 banner way,,,,,,
167 home st,,,,,,
168 37th st,,,,,,
168 38th st,,,,,,
168 39th st,,,,,,
168 41st st,,,,,,
168 42nd st,,,,,,
168 43rd st,,,,,,
168 45th st,,,,,,
168 46th st,,,,,,
168 47th st,,,,,,
168 56th st,,,,,,
168 banner way,,,,,,
168 home st,,,,,,
168 lodi way,,,,,,
169 38th st,,,,,,
169 41st st,,,,,,
169 43rd st,,,,,,
169 44th st,,,,,,
169 45th st,,,,,,
169 46th st,,,,,,
169 almond way,,,,,,
169 banner way,,,,,,
169 home st,,,,,,
170 1/2 locarna way,,,,,,
170 37th st,,,,,,
170 39th st,,,,,,
170 41st st,,,,,,
170 42nd st,,,,,,
170 43rd st,,,,,,
170 45th st,,,,,,
170 46th st,,,,,,
170 47th st,,,,,,
170 49th st,,,,,,
170 home st,,,,,,
170 locarna way,,,,,,
170 lodi way,,,,,,
171 36th st,,,,,,
171 42nd st,,,,,,
171 44th st,,,,,,
171 45th st,,,,,,
171 46th st,,,,,,
171 51st st,,,,,,
171 almond way,,,,,,
171 banner way,,,,,,
171 home st,,,,,,
172 38th st,,,,,,
172 39th st,,,,,,
172 41st st,,,,,,
172 43rd st,,,,,,
172 44th st,,,,,,
172 45th st,,,,,,
172 46th st,,,,,,
172 47th st,,,,,,
172 49th st,,,,,,
172 51st st,,,,,,
172 cotton way,,,,,,
172 home st,,,,,,
172 lodi way,,,,,,
173 36th st,,,,,,
173 38th st,,,,,,
173 42nd st,,,,,,
173 43rd st,,,,,,
173 44th st,,,,,,
173 46th st,,,,,,
173 51st st,,,,,,
173 a 45th st,,,,,,
173 b 45th st,,,,,,
173 banner way,,,,,,
173 c 45th st,,,,,,
173 d 45th st,,,,,,
173 home st,,,,,,
174 38th st,,,,,,
174 39th st,,,,,,
174 41st st,,,,,,
174 41st st apt 1,,,,,,
174 41st st apt 2,,,,,,
174 42nd st,,,,,,
174 43rd st,,,,,,
174 44th st,,,,,,
174 45th st,,,,,,
174 46th st,,,,,,
174 47th st,,,,,,
174 49th st,,,,,,
174 51st st,,,,,,
174 a cotton way,,,,,,
174 b cotton way,,,,,,
174 c cotton way,,,,,,
174 d cotton way,,,,,,
174 e cotton way,,,,,,
174 home st,,,,,,
174 lodi way,,,,,,
175 36th st,,,,,,
175 37th st,,,,,,
175 38th st,,,,,,
175 41st st,,,,,,
175 42nd st,,,,,,
175 43rd half st,,,,,,
175 44th st,,,,,,
175 45th st,,,,,,
175 46th st,,,,,,
175 48th st,,,,,,
175 almond way,,,,,,
175 banner way,,,,,,
176 1/2 39th st,,,,,,
176 1/2 45th st,,,,,,
176 1/2 locarna way,,,,,,
176 38th st,,,,,,
176 39th st,,,,,,
176 41st st,,,,,,
176 41st st apt 1,,,,,,
176 41st st apt 2,,,,,,
176 42nd st,,,,,,
176 43rd st,,,,,,
176 44th st,,,,,,
176 45th st,,,,,,
176 46th st,,,,,,
176 47th st,,,,,,
176 49th st,,,,,,
176 home st,,,,,,
176 lodi way,,,,,,
177 1/2 home st,,,,,,
177 36th st,,,,,,
177 38th st,,,,,,
177 40th st,TRYP by Wyndham Pittsburgh/Lawrenceville Boutique Hotel,penn ave,3.9,40.4695202,-79.9627999,consolidated
177 40th st,Coffee at Brick Shop,penn ave,3.0,40.4697099,-79.9627665,consolidated
177 40th st,Over Eden,penn ave,4.0,40.469456,-79.9629301,consolidated
177 40th st,Brick Shop,penn ave,4.3,40.46934479999999,-79.9628448,consolidated
177 41st st,,,,,,
177 42nd st,,,,,,
177 43rd half st,,,,,,
177 43rd st,,,,,,
177 45th st,,,,,,
177 46th st,,,,,,
177 48th st,,,,,,
177 a 43rd half st,,,,,,
177 almond way,,,,,,
177 banner way,,,,,,
177 home st,,,,,,
178 38th st,,,,,,
178 42nd st,,,,,,
178 43rd half st,,,,,,
178 43rd st,,,,,,
178 43rd st apt 1,,,,,,
178 43rd st apt 2,,,,,,
178 43rd st apt 3,,,,,,
178 44th st,,,,,,
178 45th st,,,,,,
178 46th st,,,,,,
178 49th st,,,,,,
178 home st,,,,,,
179 1/2 43rd half st,,,,,,
179 1/2 43rd st,,,,,,
179 36th st,,,,,,
179 38th st,,,,,,
179 43rd half st,,,,,,
179 43rd st,,,,,,
179 45th st,,,,,,
179 46th st,,,,,,
179 48th st,,,,,,
179 51st st,,,,,,
179 almond way,,,,,,
179 home st,,,,,,
179 lodi way,,,,,,
180 1/2 44th st,,,,,,
180 1/2 46th st,,,,,,
180 38th st,,,,,,
180 39th st,,,,,,
180 41st st,,,,,,
180 44th st,,,,,,
180 45th st,,,,,,
180 46th st,,,,,,
180 47th st,,,,,,
180 49th st,,,,,,
180 51st st,,,,,,
180 home st,,,,,,
181 38th st,,,,,,
181 39th st,,,,,,
181 42nd st,Headstorm,butler st,5.0,40.47066969999999,-79.9611625,bounding_only
181 43rd st,Cork Harbour Pub,butler st,4.7,40.4712592,-79.96087229999999,bounding_only
181 44th st,,,,,,
181 45th st,,,,,,
181 46th st,,,,,,
181 47th st,,,,,,
181 51st st,,,,,,
181 banner way,,,,,,
181 home st,,,,,,
181 lodi way,,,,,,
182 1/2 39th st,,,,,,
182 1/2 45th st,,,,,,
182 34th st,,,,,,
182 36th st,,,,,,
182 39th st,,,,,,
182 41st st,,,,,,
182 42nd st,,,,,,
182 44th st,,,,,,
182 45th st,,,,,,
182 46th st,,,,,,
182 47th st,,,,,,
182 49th st,,,,,,
182 51st st,,,,,,
182 home st,,,,,,
183 34th st,,,,,,
183 35th st,Jeremy Raymer Outdoor Art Gallery,penn ave,4.9,40.4643384,-79.9670029,consolidated
183 38th st,,,,,,
183 43rd st,River City Growers,butler st,,40.4712137,-79.9608216,bounding_only
183 44th st,,,,,,
183 45th st,,,,,,
183 46th st,,,,,,
183 47th st,,,,,,
183 almond way,,,,,,
183 banner way,,,,,,
183 home st,,,,,,
183 lodi way,,,,,,
184 1/2 43rd half st,,,,,,
184 34th st,,,,,,
184 36th st,,,,,,
184 39th st,,,,,,
184 41st st,,,,,,
184 43rd half st,,,,,,
184 44th st,,,,,,
184 45th st,,,,,,
184 46th st,,,,,,
184 47th st,,,,,,
184 49th st,,,,,,
184 home st,,,,,,
185 1/2 34th st,,,,,,
185 1/2 42nd st,,,,,,
185 1/2 home st,,,,,,
185 35th st,,,,,,
185 39th st,,,,,,
185 39th st apt 101,,,,,,
185 39th st apt 102,,,,,,
185 39th st apt 103,,,,,,
185 39th st apt 104,,,,,,
185 39th st apt 105,,,,,,
185 39th st apt 106,,,,,,
185 39th st apt 107,,,,,,
185 39th st apt 108,,,,,,
185 39th st apt 109,,,,,,
185 39th st apt 110,,,,,,
185 39th st apt 111,,,,,,
185 39th st apt 112,,,,,,
185 39th st apt 201,,,,,,
185 39th st apt 202,,,,,,
185 39th st apt 203,,,,,,
185 39th st apt 204,,,,,,
185 39th st apt 205,,,,,,
185 39th st apt 206,,,,,,
185 39th st apt 207,,,,,,
185 39th st apt 208,,,,,,
185 39th st apt 209,,,,,,
185 39th st apt 210,,,,,,
185 39th st apt 211,,,,,,
185 39th st apt 212,,,,,,
185 39th st apt 301,,,,,,
185 39th st apt 302,,,,,,
185 39th st apt 303,,,,,,
185 39th st apt 304,,,,,,
185 39th st apt 305,,,,,,
185 39th st apt 306,,,,,,
185 39th st apt 307,,,,,,
185 39th st apt 308,,,,,,
185 41st st,,,,,,
185 42nd st,,,,,,
185 44th st,,,,,,
185 45th st,,,,,,
185 47th st,,,,,,
185 51st st,,,,,,
185 almond way,,,,,,
185 banner way,,,,,,
185 home st,,,,,,
185 lodi way,,,,,,
186 34th st,,,,,,
186 36th st,,,,,,
186 38th st,,,,,,
186 39th st,,,,,,
186 41st st,,,,,,
186 42nd st,R Kyndall Development Group,penn ave,5.0,40.4704441,-79.9612604,consolidated
186 42nd st,United States Postal Service,penn ave,3.1,40.47041979999999,-79.96120739999999,consolidated
186 42nd st,R Kyndall Development Group,penn ave,5.0,40.4704441,-79.9612604,consolidated
186 42nd st,United States Postal Service,penn ave,3.1,40.47041979999999,-79.96120739999999,consolidated
186 44th st,,,,,,
186 45th st,,,,,,
186 46th st,,,,,,
186 47th st,,,,,,
186 51st st,,,,,,
186 home st,,,,,,
187 1/2 34th st,,,,,,
187 34th st,,,,,,
187 36th st,,,,,,
187 38th st,,,,,,
187 42nd st,,,,,,
187 43rd st,,,,,,
187 44th st,,,,,,
187 45th st,,,,,,
187 47th st,,,,,,
187 51st st,,,,,,
187 banner way,,,,,,
187 home st,,,,,,
187 locarna way,,,,,,
188 1/2 39th st,,,,,,
188 34th st,,,,,,
188 36th st,,,,,,
188 38th st,,,,,,
188 38th st unit 1,,,,,,
188 38th st unit 2,,,,,,
188 38th st unit 3,,,,,,
188 39th st,,,,,,
188 41st st,,,,,,
188 43rd half st,,,,,,
188 43rd st,Merritt Chase,butler st,,40.4707355,-79.9610699,bounding_only
188 44th st,,,,,,
188 45th st,,,,,,
188 46th st,,,,,,
188 47th st,,,,,,
188 51st st,,,,,,
188 home st,,,,,,
189 34th st,,,,,,
189 37th st,,,,,,
189 38th st,,,,,,
